institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
LOKMANI LAW SCHOOL,otra_institucion,,Lokmani Memorial Degree College,https://lokmani.com/courses/law-programme/,2,derecho,"lokmani.com es de Lokmani Memorial Degree College (fundada 2008, Seohara, tel +91-1344 = codigo de Bijnor). Lokmani Law College (fundada 2014, aprobada por el Bar Council) es una entidad distinta del mismo campus y no se le encontro sitio propio. Ojo: el LLB y el BA-LLB si aparecen publicados en lokmani.com bajo el degree college."
LOKMANI POSTGRADUATE SCHOOL,ok,,Lokmani Memorial Degree College,https://lokmani.com/courses/,39,pregrado;posgrado;derecho;diplomados,"El dominio duplicado corresponde a ESTA ficha: el sitio es el degree college que otorga los M.A./M.Sc./M.Com (12 posgrados, 24 pregrados, 2 de derecho, 1 diploma). Afiliada a M.J.P. Rohilkhand University. No existe un Postgraduate School independiente: el nombre real es Lokmani Memorial Degree College."
Alpadia,ok,,Alpadia Language Schools,https://www.alpadia.com/en/language-courses,17,idiomas;campamentos juveniles;pathway universitario,"HQ en Montreux como dice la ficha. El propio sitio avisa que Kaplan la vendio a Inspirit Capital: ya no es marca Kaplan."
CATS Colleges,sin_catalogo,catsglobalschools.com,CATS Global Schools,https://catsglobalschools.com/our-schools/,0,high school;A level;GCSE;foundation,"Ficha sin dominio. CATS Colleges se rebrandeo a CATS Global Schools: el sitio del grupo lista 11 colegios pero NO publica programas. El catalogo vive en cada colegio: catscambridge.com, catsacademyboston.com. La sede de Londres ya no es CATS, es Guildhouse School; Canterbury es hoy The Worthgate School."
Cambridge Education Group,sin_catalogo,cambridgeeducationgroup.com,Cambridge Education Group Limited,https://www.cambridgeeducationgroup.com/,0,pathway;pregrado;posgrado,"Ficha sin dominio ni categoria. Sitio corporativo B2B, cero programas. Sus divisiones son ONCAMPUS, CEG Digital, iheed y CEG Services; el catalogo de pathways esta en oncampus.global. CATS ya no figura como division suya."
Gedu Globlal Education,sin_catalogo,,GEDU Global Education,https://gedu.global/our-portfolio,0,pregrado;posgrado;idiomas,"El dominio vive y es del grupo, pero el sitio tiene solo 5 paginas (about, portafolio, news, contacto) y ningun programa. El catalogo esta en las marcas del grupo: globalbanking.ac.uk (GBS), English Path, MLA College, APAC."
INTO Universities,dominio_nuevo,intostudy.com,INTO University Partnerships,https://www.intostudy.com/en/study-programs,300,idiomas;pathway;pregrado;posgrado,"intoglobal.com vive pero es el sitio corporativo B2B para universidades socias: no lista un solo programa. El catalogo estudiantil (UK, USA, Australia) esta en intostudy.com."
Kaplan,ok,,Kaplan International Languages,https://www.kaplaninternational.com/language-courses,48,idiomas;preparacion de examenes;pathway universitario;juniors,"El dominio de la ficha es el brazo de idiomas de Kaplan (razon social Aspect International Language Academies Ltd), no el Kaplan de test prep de EE.UU. Coincide con la categoria de la ficha."
LSI,ok,,Language Studies International,https://www.lsi.edu/en/language-courses,21,idiomas;preparacion de examenes;juniors;ingles profesional,"14 escuelas en 8 paises; ademas de ingles ofrece frances y aleman."
Nacel France,ok,,NACEL Educational Travel,https://www.nacel.org/en/destinations,150,idiomas;high school;campamentos;au pair;programas para adultos,"Es una agencia de viajes linguisticos, no una escuela: el catalogo esta organizado por destino (25 destinos; Francia 43 programas, Espana 19, Canada 13). nacel.org es la version internacional del grupo frances."
Oxford House - OHC,ok,,OHC English,https://www.ohcenglish.com/programmes,5,idiomas;preparacion de examenes;business;vocacional,"El sitio ya no usa Oxford House College: la marca es OHC English. 12 destinos en Australia, UK, Canada, Irlanda y USA. Solo 5 familias de curso, replicadas en cada sede."
QS,sin_catalogo,,QS Student Recruitment,https://admissions.qs.com/suite/,0,ninguno,"El dominio vive pero es un portal de login de una plataforma B2B de admisiones (montada sobre Appian). Cero contenido academico publico: inutil para la pasada de extraccion."
