institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Study in Valencia,ok,,,https://studyinvalencia.es/our-programs/,12,vocacional;idiomas;pasantias,"Dominio vivo y es el sitio de Study in Valencia. OJO: no es una institucion educativa, es un intermediario/programa de movilidad que vende FP y espanol propios y ademas revende el catalogo de la Universitat de Valencia (dice 'mas de 60 grados, 100 doctorados y 250 postgrados' que NO son suyos). Extraer solo los ~12 programas propios; si no, se cuela el catalogo de la UV."
TAI - Centro universitario de Artes,ok,,Escuela Universitaria de Artes TAI,https://taiarts.com/estudios/,30,pregrado;posgrado;vocacional,"Dominio correcto y vivo. Campus en Pozuelo de Alarcon (Madrid), no en el centro. La ficha solo autoriza 'vocacional' pero el grueso son 6 grados oficiales y 20+ masteres; los diplomas propios son la minoria."
UCAM - Universidad Catolica de Murcia,ok,,,https://www.ucam.edu/estudios,300,pregrado;posgrado;doctorado;vocacional;idiomas;cursos_cortos,"Dominio correcto y vivo. /estudios es un hub de navegacion, no un listado plano: el catalogo real se abre por categoria (grados, postgrados oficiales, titulos propios, doctorados, FP, cursos) y la Escuela Superior de Idiomas cuelga aparte. Para extraer hay que recorrer las categorias, no una sola pagina."
"UDIT Universidad de Diseño, Innovacion y Tecnologia",dominio_nuevo,udit.es,"UDIT - Universidad de Diseño, Innovacion y Tecnologia",https://www.udit.es/programas-udit/,44,pregrado;posgrado;doctorado;vocacional;vacacional,"La ficha no traia dominio. Es udit.es (ex-ESNE, universidad privada desde 2022). Sitio Gatsby/Griddo: el menu se arma por JS y las rutas obvias (/estudios/, /grados/, /oferta-academica/) dan 404 — el listado vive en /programas-udit/ y el conteo exacto sale del sitemap-programdetail.xml (44 fichas). Hay mas de lo que autoriza la ficha: FP de grado medio, un doctorado y campamentos de verano."
Universidad Catolica de Valencia,dominio_nuevo,ucv.es,Universidad Catolica de Valencia San Vicente Martir,https://www.ucv.es/oferta-academica,100,pregrado;posgrado;doctorado;idiomas,"La ficha no traia dominio. Es ucv.es. Mas de 100 titulos entre grados (27), dobles grados (18) y postgrados. OJO: los cursos de idiomas NO estan en ucv.es sino en un dominio aparte del Instituto de Lenguas (institutodelenguas.es) — si se extrae solo ucv.es no aparece nada de idiomas."
Universidad Europea de Madrid o Valencia,ok,,Universidad Europea,https://universidadeuropea.com/oferta-academica/,250,pregrado;posgrado;doctorado;vocacional,"Dominio correcto y vivo. Correccion de ficha: los campus no son solo Madrid, Valencia y Canarias — tambien Alicante, Malaga y Asturias, ademas de online. Catalogo grande (100+ grados, 150+ masteres, FP de grado superior y doctorados); conviene extraer por nivel."
Universidad Nebrija,ok,,,https://www.nebrija.com/estudios/,238,pregrado;posgrado;doctorado,"Dominio correcto y vivo. Conteo fiable desde el sitemap: 219 fichas de programa en el sitio principal + 19 en /business-school/ (sitemap propio, se pierde si solo se recorre el menu). OJO para la ficha: aqui NO se ven idiomas, intercambio ni vacacional; el espanol para extranjeros va por el Centro de Estudios Hispanicos, que es otro portal."
Universidad Pontificia de Salamanca,dominio_nuevo,upsa.es,Universidad Pontificia de Salamanca,https://www.upsa.es/oferta-academica,90,pregrado;posgrado;doctorado,"La ficha no traia dominio ni ciudad. Es upsa.es, Salamanca (con sede tambien en Madrid). El listado se carga por JS y se filtra por categoria: grados, dobles grados, bachiller/licenciaturas eclesiasticas, masteres universitarios, masteres de formacion permanente y doctorados. La ficha dice 'todos' pero no hay idiomas ni high school."
Universitat Autonoma De Barcelona,ok,,Universitat Autonoma de Barcelona,https://www.uab.cat/web/estudis/grau/oferta-de-graus/tots-els-graus-1345661751752.html,110,pregrado;posgrado;doctorado;intercambio;cursos_cortos,"Dominio correcto y vivo. 110 graus contados en 'tots els graus'; masters y postgraus estan en otro listado (uab.cat/masters-i-postgraus) y los doctorats en un tercero — no hay una unica pagina con todo. La ficha solo autoriza intercambio, que existe (mobilitat i intercanvi internacional) pero es una fraccion minima del sitio."
Business & Hotel Management School,ok,,BHMS Business & Hotel Management School,https://www.bhms.ch/business-hospitality-programme-overview/,10,vocacional;pregrado;posgrado,"El dominio de la ficha (es.bhms.ch) vive: es la version en espanol del sitio, es BHMS y lleva al catalogo. OJO: casi todas las paginas de programa cuelgan de www.bhms.ch en ingles, asi que extraer solo es.bhms.ch deja el catalogo a medias. Correccion de ficha: ademas de Lucerna hay campus en Zurich desde agosto de 2025. La ficha solo autoriza vocacional pero hay bachelors de 3 anos, masters y MBA."
SAE Institute Switzerland AG,dominio_nuevo,sae.edu,SAE Institute Switzerland,https://www.sae.edu/che/,20,vocacional;pregrado;posgrado;cursos_cortos,"La ficha no traia dominio. No existe un dominio suizo propio: la sede suiza vive dentro del sitio global en la ruta /che/ (sae.edu/che/), en aleman. Confirmados los dos campus de la ficha, Zurich (Buckhauserstrasse 24) y Ginebra. Los bachelors y masters no los otorga SAE sino la University of Hertfordshire como validating partner — dato relevante para como se venda."
The University of Business and International Studies UBIS S.A.,ok,,UBIS - University of Business Innovation and Sustainability,https://ubisglobal.com/programs/,5,pregrado;posgrado;doctorado,"Dominio correcto y vivo, sigue siendo UBIS de Ginebra, pero SE RENOMBRO: ya no es 'University of Business and International Studies', ahora es 'University of Business Innovation and Sustainability'. Catalogo minusculo y cerrado: BBA, BA International Relations, MBA, MA International Relations y DBA, mas micro-credenciales. Si la extraccion devuelve mas de 6 titulos, algo se invento. El sitio devuelve 403 a fetchers pelados; con User-Agent de Chrome responde 200."
GLOBAL BANKING SCHOOL DUBAI,ok,,GBS Dubai (Global Banking School),https://gbs.ac.ae/courses/,15,vocacional;pathway,"Dominio correcto y vivo, campus en Dubai Knowledge Park, acreditado por KHDA. CONTRADICE la ficha: la ficha lo marca 'Universidad' con pregrado y posgrado, pero GBS Dubai NO otorga titulos propios — son Pearson BTEC de nivel 2 a 5 (HND), ACCA y rutas de progresion a grados de universidades socias. Venderlo como pregrado/posgrado es un problema."
University of Hertfordshire - UH,otra_institucion,,University of Hertfordshire (campus del Reino Unido),https://www.herts.ac.uk/courses,500,pregrado;posgrado;doctorado,"El dominio de la ficha es la universidad anfitriona britanica (Hatfield, UK), NO la operacion de Sharjah que describe la ficha. En EAU la University of Hertfordshire no tiene sede propia ni dominio .ae: los titulos los imparte Success Point College (Sharjah) como socio de educacion transnacional, y la propia herts.ac.uk lo lista en /international/global-study-opportunities/transnational-education-partnerships/success-point-college. Si se extrae herts.ac.uk se carga el catalogo completo del Reino Unido, que no es lo que se vende en Sharjah. No pongo dominio_real porque la entidad de EAU es otra; que el cliente confirme si la ficha se refiere a Success Point College."
ABC School of English,dominio_muerto,,,,,idiomas,"abcschool.co.uk es NXDOMAIN: no resuelve, no es caida temporal ni bloqueo. Probadas cinco variantes (abcschoolofenglish.co.uk, .com y .uk, abc-school.co.uk, abcschool.london) y ninguna resuelve. La escuela (63 Neal Street, Covent Garden, abierta en 2002) sigue apareciendo en directorios como English UK London y British Council, pero esos listados estan desactualizados y apuntan al mismo dominio caido. Sin sitio no hay catalogo que extraer."
Anglia Ruskin University - ARU,ok,,Anglia Ruskin University,https://aru.ac.uk/study/course-search,450,pregrado;posgrado;doctorado;vocacional;cursos_cortos,"Dominio correcto y vivo. El buscador de cursos se pinta por JS: la pagina /study no muestra nada extraible en HTML plano. El conteo sale del sitemap — 230 URLs bajo /study/undergraduate/ y 208 bajo /study/postgraduate/. Para extraer, recorrer el sitemap y no el buscador. Correccion de ficha: ademas de Chelmsford y Cambridge hay campus en Peterborough y Writtle."
Anglo continental,ok,,Anglo-Continental Educational Group,https://www.anglo-continental.com/english-courses-in-england/,25,idiomas,"Dominio correcto y vivo, es la escuela de Bournemouth (29-35 Wimborne Road), acreditada British Council, 75+ anos. Catalogo coherente con la ficha: solo idiomas — general, academico, examenes (IELTS, Cambridge, OET), business/executive, CELTA para profesores, aviation English y programas de jovenes y vacacionales."
Avila University,dominio_muerto,,,,,,"La ficha no traia dominio y NO existe ninguna 'Avila University' en Londres ni en el Reino Unido. La unica institucion con ese nombre es Avila University de Kansas City, Missouri, EEUU (avila.edu), fundada en 1916 — ni el pais ni la ciudad coinciden, asi que no la doy por buena. Posible confusion con la Universidad Catolica de Avila (Espana) o con un programa de estudios en el extranjero que hace escala en Londres. No adivino: la ficha necesita que el cliente diga a que institucion se refiere."
