institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Ulster University,ok,,,https://www.ulster.ac.uk/courses,1112,pregrado;posgrado;doctorado;cursos_cortos,"Dominio correcto y vivo. El buscador de cursos declara 1.112 resultados. OJO para la extraccion: www.ulster.ac.uk devuelve 403 a fetches pelados; con User-Agent de Chrome + Referer del mismo dominio responde 200 (el apex ulster.ac.uk si responde directo). Correccion de ficha: Belfast/Jordanstown es Irlanda del Norte (Reino Unido), no Ireland."
Accademia Del Lusso,dominio_nuevo,accademiadellusso.com,Accademia del Lusso - Scuola di Moda e Design,https://www.accademiadellusso.com/en/fashion-design-courses.asp,20,pregrado;posgrado;cursos_cortos,"La ficha no traia dominio. Escuela privada de moda y diseno fundada en 2005, sede de Milan en Via Montenapoleone 5; tambien tiene sede en ROMA, que la ficha no registra. La ficha solo autoriza posgrado pero el grueso del catalogo son 6 trienios de pregrado (Fashion Design, Styling, Brand Management, Interior, Graphic, Video) mas 5 masters de un ano y cursos cortos/verano. Reconocida por el MUR."
Accademia Italiana,ok,,,https://accademia-italiana.it/en/italian-language-courses/,10,idiomas,"Dominio correcto y vivo y si es la escuela de Salerno (Via Roma 39). Tambien tiene sede en Napoles y abre Roma en enero de 2027; la ficha solo registra Salerno. CUIDADO al extraer: existe otra 'Accademia Italiana' en Florencia que es escuela de moda y diseno (accademiaitaliana.com) y no tiene nada que ver con esta; no mezclar catalogos."
Accademia di Belle Arti Aldo Galli - IED Como,ok,,Accademia di Belle Arti Aldo Galli - IED Como,https://www.accademiagalli.com/courses,15,pregrado;posgrado;foundation;cursos_cortos,"Dominio correcto y vivo, Via Petrarca 9, Como. Parte del grupo IED. El catalogo se abre en /courses sin prefijo de idioma: la ruta /en/courses da 404. Trienios y BA en restauracion, pintura, moda y diseno; un ciclo unico de 5 anos en restauracion; MA y master de especializacion; foundation year y cursos de verano. La ficha dice 'todos' pero no hay idiomas ni high school."
CAST ALIMENTI SRL,dominio_nuevo,castuni.com,CAST - Italian Institute of Culinary Arts & Hospitality,https://castuni.com/corsi-triennali/,18,pregrado;posgrado;vocacional;cursos_cortos,"La ficha no traia dominio ni ciudad. castalimenti.it responde 302 a castuni.com: es un rebrand, no una caida. Esta en BRESCIA, fundada en 1997 como C.A.S.T. Alimenti S.r.l. Dos trienios reconocidos en artes culinarias (los primeros de Italia), alta formazione, cursos profesionales, masterclass, anno preparatorio y campus de verano. OJO: el sitio devuelve 403 a curl y solo cede a navegador con headers completos."
Ca' Foscari University of Venice,dominio_nuevo,unive.it,Universita Ca' Foscari Venezia,https://www.unive.it/pag/10478/,90,pregrado;posgrado;doctorado;master_profesional,"La ficha no traia dominio y ademas tiene la ciudad MAL: Ca' Foscari esta en VENECIA, no en Roma. Universidad publica, 8 departamentos, 28 titulaciones en ingles, 35+ masters profesionales y 58 dobles titulaciones. El catalogo de grados y masters cuelga de /pag/10478/ (redirige a /data/10478/) y esta paginado por area, no es un listado plano."
DILIT,ok,,Dilit International House,https://www.dilit.it/en/courses/general-italian-language-courses/,15,idiomas,"Dominio correcto y vivo, Roma. Razon social DI.L.IT. Soc. Coop. r.l., afiliada a International House. Acreditada MIUR, IALC y centro de examen CILS/CELI. Catalogo amplio dentro de idiomas: general, individual, combinados, academico, italiano de negocios y juridico, preparacion CILS y CELI, arte y cultura, 50+, 18-22, practicas y cursos Bildungsurlaub."
Ferrari Fashion School,dominio_nuevo,ferrarifashionschool.it,Ferrari Fashion School,https://www.ferrarifashionschool.it/offerta-formativa,26,pregrado;posgrado;vocacional;cursos_cortos,"La ficha no traia dominio ni ciudad: es MILAN (Via Savona 97 y Via Pestalozzi 4). Mas de veinte anos operando. Seis trienios/BA, 5 masters, 4 cursos profesionales, 4 cursos cortos, 6 de verano y un foundation. Areas: fashion design, styling, comunicacion, luxury management, fotografia, business y marketing digital."
In Florence Academy,ok,,InFlorence Academy,https://www.inflorenceacademy.it/courses-list/,12,idiomas,"Dominio correcto y vivo, Florencia. Se presenta como la primera escuela de italiano reconocida por el Estado en Florencia, activa desde 1948 y acreditada por el Ministerio de Educacion. Standard 20, Intensivo 25, online, individuales, supervivencia, italiano de negocios y preparacion DITALS/CELI."
Linguaviva,ok,,Linguaviva Group,https://linguavivagroup.com/italian-language-courses-in-italy/,15,idiomas,"Dominio correcto y vivo. OJO: son TRES sedes (Florencia, Milan y Lignano Sabbiadoro) y la ficha solo registra Milan y Florencia. La sede central esta en Florencia, Via Fiume 17. Cuatro familias de producto: lengua y cultura, programas academicos, verano para juniors y online."
