institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Design and Arts College of New Zealand,dominio_muerto,,,,,,"Ficha sin dominio. Su sitio historico dac.ac.nz esta en NXDOMAIN (sin registro, comprobado contra el resolver local y contra 8.8.8.8, y WebFetch tambien falla con ENOTFOUND); Google y Bing todavia sirven paginas cacheadas, es lag del indice, no un sitio vivo. Ademas D&A YA NO figura entre los 11 colleges que New Education Group lista hoy (si figuran Yoobee, NZMA, NSIA, NZ School of Tourism, Elite Beauty). Probable absorcion en Yoobee Faculty of Design, pero NO lo confirmo: no extraer catalogo de yoobee.ac.nz para esta ficha sin validar con el cliente."
Dominion English Schools,dominio_muerto,,,,,,"Ficha sin dominio. La escuela CERRO definitivamente el 16-10-2020 por el cierre de fronteras del COVID; su dominio dominion.school.nz esta en NXDOMAIN. Ficha para dar de baja, no para extraer."
Elite School of Beauty and Spa,ok,,Elite School of Beauty & Spa,https://www.elitebeautyschool.co.nz/makeup-beauty-courses,3,vocacional (certificado NZQA nivel 3 y 4; diploma nivel 5),"Dominio correcto y vivo. Catalogo MUY corto y plano: Certificate in Skin Care and Cosmetics (N3, 16 sem), Certificate in Beauty Therapy (N4, 32 sem) y Diploma in Beauty & Spa Therapy (N5, 32 sem). Correccion de ficha: la ficha solo pone Auckland, pero opera tambien en Wellington y Hamilton. Pertenece a New Education Group, donde figura como 'Elite International School of Beauty & Spa Therapies'."
ICL - Education Group,dominio_nuevo,icl.ac.nz,ICL Graduate Business School,https://icl.ac.nz/programmes/,19,pregrado;posgrado;master;graduate diploma;postgraduate diploma;diploma vocacional,"Ficha sin dominio ni ciudad ni puede_vender. 'ICL Education Group' es la marca paraguas; el sitio operativo es icl.ac.nz = ICL Graduate Business School, PTE en 10-14 Lorne Street, Auckland CBD. Catalogo real: 2 bachelors en Business Information Systems, 4 graduate diplomas (incluido Teaching ECE), 6 masters (Management y Business Informatics, con via por tesis), 2 postgraduate diplomas y NZ Diploma in Business. NO se ve high school ni idiomas puros."
Kapiti College,dominio_nuevo,kc.school.nz,Kapiti College / Te Kura Tuarua o Kapiti,https://www.kc.school.nz/parents/course-information,0,"high_school (Y9-Y13, NCEA)","Ficha sin dominio, sin ciudad y sin puede_vender: es un COLEGIO ESTATAL de secundaria en Raumati Beach, Kapiti Coast (no un 'College Privado'). La categoria de la ficha esta mal. Publica 'course information' por nivel/ano pero no un catalogo de programas vendibles: para un agente de estudios esto es high_school, no un listado de cursos. OJO tecnico: kc.school.nz no resuelve desde algunas redes NZ-externas (a mi resolver local le da timeout) aunque el A record existe; usar 8.8.8.8."
Kerikeri High School,dominio_nuevo,kerikerihigh.ac.nz,Te Kura Tuarua o Te Kerikeri / Kerikeri High School,https://www.kerikerihigh.ac.nz/international,0,"high_school (Y7-Y13, NCEA);ESOL","Ficha sin dominio. OJO: el dominio es .ac.nz, NO el .school.nz que uno esperaria de un colegio (kerikerihigh.school.nz esta en NXDOMAIN). Colegio estatal Y7-Y13 en Kerikeri, Bay of Islands. No publica catalogo de programas: solo secciones 'Academic Overview' y 'Academic Opportunities' mas la seccion International (86 estudiantes internacionales, estancias desde un termino de 10 semanas, programas Academic Plus de vela, surf y equitacion, colocacion en ESOL o mainstream tras test). Existe ademas un micrositio kkhsinternational.ac.nz para internacionales."
Massey University,ok,,Te Kunenga ki Purehuroa - Massey University,https://www.massey.ac.nz/study/all-qualifications-and-degrees/,188,pregrado;posgrado;master;doctorado;honours;certificado;diploma;graduate certificate;graduate diploma;cursos cortos/micro-credenciales,"Dominio correcto y vivo. Conte 188 enlaces unicos a fichas de titulacion en /study/all-qualifications-and-degrees/ (es un listado plano, sin paginacion: si la extraccion trae menos de 150 se quedo corta). Correccion de ficha: los campus son Palmerston North, Wellington y Auckland (Albany) - eso si esta bien - pero la ficha dice puede_vender 'todos' e idiomas/pathway NO los vende massey.ac.nz sino Massey University College (college.massey.ac.nz), ficha aparte en este mismo lote."
Massey University College,ok,,Massey University College,https://college.massey.ac.nz/programmes/,8,"idiomas (General English, EAP 1 y 2);foundation/pathway;diploma;pre-master's;graduate diploma","Dominio correcto y vivo, y ES el sitio propio del college, no una seccion de massey.ac.nz. PERO es un PATHWAY COLLEGE operado en el campus de Albany, Auckland, no la universidad: la categoria 'Universidad' y el puede_vender 'todos' de la ficha estan mal. Catalogo: Foundation Certificate (International) y su version Accelerated, Diploma in Business, Pre-Master's (Certificate of Proficiency), graduate diplomas, EAP 1 y 2 y General English. No hay pregrado ni posgrado completo aqui: eso se cursa despues en Massey."
NZLC,ok,,NZLC - New Zealand Language Centres,https://nzlc.ac.nz/general-english/,12,"idiomas (general, examenes, negocios, junior);formacion de profesores (CELTA, TESOL, TKT);pathway academico","Dominio correcto y vivo. Fundada en 1984. Correccion de ficha: la ficha solo registra Auckland, pero tiene campus en Auckland Y Wellington. Catalogo dentro de idiomas: General English, Evening, Cambridge B2 First, Cambridge C1 Advanced, IELTS, Business English, electivos, Young Learners, mas CELTA/TESOL/TKT (formacion docente, que NO es 'idiomas' vendible a un estudiante tipico) y pathway a universidad."
Nelson English Centre,dominio_nuevo,english-school.ac.nz,Nelson English Centre,https://www.english-school.ac.nz/academic,11,"idiomas (general, intensivo, examenes IELTS/FCE/CAE, 50+, familias, English+actividades)","Ficha sin dominio, sin ciudad y sin puede_vender. Esta en NELSON (Isla Sur) y es solo idiomas. OJO: el dominio NO tiene nada que ver con el nombre - es english-school.ac.nz, que es exactamente el tipo de dominio generico que se confunde con otra escuela; confirmado por IALC, que solo acredita a dos escuelas en NZ y esta es una. Abierta desde 1995. Bloques del catalogo: Courses Overview, Specialised (General e Intensive), 50+ English + Activities, English + Golf, English + Mountain Biking, Family + English, Teaching For You."
New Zealand Management Academies Limited,ok,,NZMA (New Zealand Management Academies Ltd),https://www.nzma.ac.nz/courses,20,vocacional (certificados y diplomas NZQA);foundation,"Dominio correcto y vivo. PTE numero 8661. Correccion de ficha: la ficha lista Auckland, Wellington y Christchurch, pero hay tambien Hamilton, Hastings, Manukau, Porirua, Whanganui y online. OJO IMPORTANTE para la extraccion: NZMA opera bajo varias marcas comerciales - 'The Culinary Collective' (culinarycollective.co.nz, fusion con NSIA) y 'New Zealand Institute of Sport'. El catalogo de cocina y hosteleria puede aparecer duplicado entre nzma.ac.nz y culinarycollective.co.nz; contar una sola vez. Areas: agricultura, cuidado animal, negocios, cocina, educacion, salud, farmacia, entrenamiento personal, servicios uniformados, deporte, oficios."
New Zealand School of Tourism,ok,,New Zealand School of Tourism (NZST),https://www.nzschooloftourism.co.nz/courses,8,vocacional (certificados NZQA nivel 3 y 4; diplomas nivel 5 y 6),"Dominio correcto y vivo. Correccion de ficha: la ficha solo pone Dunedin y Hamilton, y son SEIS campus - Auckland City, Auckland Airport, Christchurch, Hamilton, Manukau y Wellington; Dunedin NO aparece hoy en el sitio. Es nombre comercial de Yoobee Colleges Ltd. Dos areas: Travel & Tourism y Flight Attending & Aviation. OJO: el sitio tambien se sirve bajo nzst.ac.nz - mismo catalogo, no contarlo dos veces."
North Shore International Academy,dominio_nuevo,culinarycollective.co.nz,The Culinary Collective (NZMA),https://culinarycollective.co.nz/,12,vocacional (certificados y diplomas NZQA en cocina y panaderia),"Ficha sin dominio. La MARCA NSIA YA NO EXISTE: se fusiono con NZMA y opera como 'The Culinary Collective'; su dominio historico nsia.ac.nz sigue registrado (NS de Azure) pero SIN registro A, o sea sitio caido. El sitio nuevo lo dice explicito: 'tu matricula es con NZMA y el titulo lo emite NZMA'. Campus Sylvia Park, Auckland Central y Hamilton. RIESGO DE DUPLICADO: esta ficha y la de 'New Zealand Management Academies Limited' apuntan hoy a la misma entidad y al mismo catalogo de cocina; hay que decidir cual se queda."
Orewa College,dominio_nuevo,orewacollege.nz,Orewa College,https://www.orewacollege.nz/learning,13,"high_school (Y7-Y13, NCEA);ESOL/internacional","Ficha sin dominio ni ciudad. OJO: el dominio es orewacollege.nz a secas, NO orewacollege.school.nz (ese esta en NXDOMAIN). Esta en Orewa, Hibiscus Coast, al norte de Auckland. Correccion de ficha: es un COLEGIO ESTATAL, no 'College Privado', y el puede_vender 'todos' es falso - solo high school. No publica catalogo de programas vendibles sino 13 areas curriculares (Commerce, Design Technology, English, Health and PE, Humanities, Languages, Maths, Performing Arts, Rumaki, Science, Te Ao Maori, Visual Arts, Y7-8). 86 internacionales de 17 paises en 2025."
