institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
University of Mississippi (Ole Miss),dominio_nuevo,olemiss.edu,,https://catalog.olemiss.edu/programs,200,pregrado;posgrado;doctorado,"La ficha no traia dominio. olemiss.edu vive y es Ole Miss. Ciudad de la ficha mal: 'Misisipi' es el estado, el campus esta en Oxford, MS (direccion postal University, MS 38677). El buscador olemiss.edu/programs es JS y a fetch pelado no devuelve ni un programa; el listado estatico y completo esta en catalog.olemiss.edu/programs, con 102 titulos de pregrado desglosados por enfasis. El catalogo de posgrado responde 403 con reto de Cloudflare, asi que el total real ronda los 200."
University of Nebraska at Omaha,dominio_nuevo,unomaha.edu,,https://www.unomaha.edu/academic-programs/index.php,340,pregrado;posgrado;doctorado;certificados;minors,"La ficha no traia dominio. Ciudad de la ficha mal: 'Nebraska' es el estado, la ciudad es Omaha. El buscador si renderiza en HTML: 340 fichas unicas entre bachelors, masters, doctorados, minors y certificados (la propia UNO anuncia '200+' titulos, la diferencia son minors y certificados)."
University of Science and Arts of Oklahoma,dominio_nuevo,usao.edu,,https://usao.smartcatalogiq.com/en/2025-2026/2025-2026-course-catalog/academic-programs/majors-and-minors,70,pregrado,"La ficha no traia dominio. Ciudad de la ficha mal: 'Oklahoma' es el estado, la universidad esta en Chickasha, OK. El catalogo NO cuelga de usao.edu sino del subdominio SmartCatalog: 36 majors (BA/BS/BFA), 34 minors y una seccion de certificados y micro-credenciales. Es exclusivamente de pregrado, no hay posgrado; coherente con puede_vender."
University of Toledo,ok,,,https://catalog.utoledo.edu/,250,pregrado;posgrado;doctorado;associate;certificados,"El apex https://utoledo.edu falla el handshake TLS (curl exit 35) en dos intentos; solo responde www.utoledo.edu, asi que quien extraiga debe forzar el www. El buscador www.utoledo.edu/programs es JS puro y a fetch pelado imprime 'No results found'; el catalogo estatico es catalog.utoledo.edu, cuyo indice A-Z trae ~900 enlaces mezclando programas con politicas. UToledo anuncia mas de 250 programas. Ojo: puede_vender solo dice pregrado y el sitio tambien vende posgrado y doctorado."
University of Tulsa,dominio_nuevo,utulsa.edu,The University of Tulsa,https://utulsa.edu/programs/,66,pregrado;posgrado;doctorado;derecho,"La ficha no traia dominio. Hallazgo que importa: la ficha SOLO autoriza 'pathway' y el sitio hoy no publica ningun pathway. El subdominio global.utulsa.edu, donde vivia el English Institute for International Students, redirige a utulsa.edu/academics/global-engagement/, que es study abroad, no preparacion de ingles. El buscador /programs es JS; los 66 programas se leen de la API WordPress /wp-json/wp/v2/degree."
University of Wisconsin- Stout,dominio_nuevo,uwstout.edu,University of Wisconsin-Stout,https://www.uwstout.edu/academics/undergraduate-majors-minors,205,pregrado;posgrado;certificados;minors,"La ficha no traia dominio. Ciudad de la ficha mal: 'Wisconsin' es el estado, el campus esta en Menomonie, WI. El catalogo esta partido en dos paginas: 155 entradas de pregrado (majors, minors y certificados) y 51 de posgrado en /academics/graduate-degrees. Ojo que /academics/programs devuelve 404 pese a estar enlazado desde textos viejos."
Virginia Tech (Advantage VT),dominio_nuevo,vt.edu,Virginia Polytechnic Institute and State University,https://www.vt.edu/academics/majors.html,150,pathway;idiomas;pregrado;posgrado;doctorado,"La ficha no traia dominio y la categoria esta mal: Virginia Tech es universidad publica land-grant, no 'College Privado'. AdvantageVT no vive en vt.edu sino en el subdominio del Language and Culture Institute, lci.vt.edu/Programs.html, que lista 7 programas (AdvantageVT pregrado, AdvantageVT-Master's, Intensive English, Conditional Admission, English Essentials, International Spouses y clases de idiomas para staff). Los titulos que autoriza la ficha estan aparte: 150+ majors de pregrado en vt.edu/academics/majors.html."
Webster University,ok,,,https://webster.edu/academics/index.php,130,pregrado;posgrado;doctorado;certificados;minors,"webster.edu vive y es Webster (St. Louis, MO; la ficha pone 'Missouri', que es el estado). El catalogo esta partido: 58 majors de pregrado y 35 minors en /academics/undergraduate/majors-minors.php, y 31 titulos de posgrado en /academics/graduate/graduate-programs.php, mas certificados. Ojo: puede_vender dice 'todos' pero el sitio de EEUU no publica ningun programa de ingles/ESL ni pathway; lo unico de idiomas que aparece cuelga del campus de Tashkent (webstertashkent.uz)."
Wesli,ok,,Wisconsin ESL Institute (WESLI),https://wesli.com/programs/,13,idiomas;pathway;high_school,"wesli.com vive. Ciudad de la ficha mal: 'Wisconsin' es el estado, WESLI esta en Madison, WI 53703. Nombre legal en su propio pie de pagina: Wisconsin ESL Institute. Ofrece 7 niveles y unos 13 programas: Academic English, Business English, General English, English Plus, Test Preparation, Junior Camps, Junior English, University Pathway, Wisconsin Academic Experience, formacion de profesores, online y tutoria."
William Paterson University,ok,,,https://www.wpunj.edu/academics/,245,pregrado;posgrado;doctorado;certificados;minors,"wpunj.edu vive; ojo que responde en el puerto 443 con el host www. Ciudad de la ficha mal: 'New Jersey' es el estado, el campus esta en Wayne, NJ. El buscador /academics/ si trae las 245 entradas dentro del HTML (61 bachelors, 54 minors, 99 certificados y ~31 masters/doctorados), pero deja placeholders sin resolver del CMS ($con.information, $con.departmentLink) dentro de varias fichas: quien extraiga debe filtrarlos."
