institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Manhattan Language,ok,,,https://manhattanlanguage.com/our-programs/,9,idiomas;examen_oficial;business_english,"Escuela de ingles real en 26 Broadway, Financial District, Nueva York. 9 programas (American English Tourist/Standard/Intensive, prep TOEFL-IELTS-Duolingo, Business English, electivas, uno-a-uno, Evening English, English and Travel) sobre 8 niveles. Vende pathway a universidades con aceptacion condicional, pero no emite titulos propios: solo idiomas, coherente con puede_vender."
Mercer University,dominio_nuevo,mercer.edu,,https://www.mercer.edu/academics/program-finder/,180,pregrado;posgrado;doctorado;especialista;certificados,"La ficha no traia dominio. mercer.edu vive y declara 180+ programas en 12 escuelas. OJO con la ciudad de la ficha: 'Georgia' es el estado, no la ciudad; el campus principal es Macon, GA, con sedes adicionales en Atlanta, Savannah y Columbus. El catalogo esta en /academics/program-finder, no en la portada."
Mercy University,ok,,,https://www.mercy.edu/academics/programs,151,pregrado;posgrado;doctorado;certificados,"mercy.edu vive y es Mercy University (Nueva York: Bronx, Manhattan, Westchester y online). Unos 151 programas entre asociados, bachelor, master, MBA/MPA, doctorados (OTD, DPT) y certificados. La ficha solo autoriza 'pregrado' pero el sitio publica ademas posgrado y doctorado: si el cliente quiere vender solo pregrado hay que filtrar en la extraccion."
Missouri State University - MSU,ok,,,https://international.missouristate.edu/ELI/,6,idiomas;formacion_docente;pregrado;posgrado;doctorado,"missouristate.edu vive y es la universidad (campus Springfield; 'Missouri' en la ficha es el estado). TRAMPA DE SUBDOMINIO: la ficha solo autoriza idiomas y eso NO esta en el dominio de la ficha sino en international.missouristate.edu/ELI (English for Academic Purposes, I Succeed, CELTA/teacher training, programas cortos y online): unas 6 ofertas. Ademas el indice /ELI/ hoy redirige 301 a fli.missouristate.edu (Foreign Language Institute, otra marca) aunque las subpaginas del ELI siguen vivas: verificar con la institucion si el ELI sigue operando como tal. El catalogo academico general (270 programas) esta en missouristate.edu/academics."
Montana State University,dominio_nuevo,montana.edu,,https://catalog.montana.edu/academic-programs/,300,pregrado;posgrado;doctorado;certificados,"La ficha no traia dominio. montana.edu vive y es Montana State University, campus Bozeman ('Montana' en la ficha es el estado). El catalogo esta en el SUBDOMINIO catalog.montana.edu (edicion 2026-2027), no en la portada. CUIDADO al extraer: existen otras tres 'Montana State University' con catalogo propio y distinto (Billings en catalog.msubillings.edu, Northern en catalog.msun.edu y Great Falls); la ficha autoriza posgrado, que aqui son 120+ programas de The Graduate School."
Montclair State University,dominio_nuevo,montclair.edu,,https://www.montclair.edu/academics/program-finder,300,pregrado;posgrado;doctorado;certificados;certificacion_docente,"La ficha no traia dominio ni ciudad. montclair.edu vive y es Montclair State University, en Montclair, Nueva Jersey (mas campus en Bloomfield). 300+ majors, minors y concentraciones en 15 escuelas. Existe ademas montclair.intostudy.com, el portal de pathway de INTO, que es sitio APARTE y no cuelga de este catalogo: no mezclar los dos al extraer."
NYLC,ok,,New York Language Center,https://www.nylanguagecenter.com/programs/,9,idiomas;examen_oficial;business_english,"nylanguagecenter.com vive y es New York Language Center (la ficha lo abrevia NYLC). Tres sedes: Manhattan (Upper West Side), Jackson Heights en Queens y el Bronx. 9 programas por intensidad horaria (Intensive 20h, Semi-Intensive 16h, Part-Time 12h, Everyday 8h, Weekend 4h, dos dias 6h, un dia 4h, clases privadas y cursos especiales) sobre 8 niveles de ESL mas Post-Advanced con TOEFL y Business English. Solo idiomas, coherente con puede_vender."
New England College,dominio_nuevo,nec.edu,,https://www.nec.edu/degree-programs,220,pregrado;posgrado;doctorado;asociado;pre_universitario,"MUERTO QUE PARECE VIVO, a medias: nec.intostudy.com (el dominio de la ficha) responde 200 con 272KB y logo de New England College, pero es el portal de INTO University Partnerships y su catalogo esta VACIO: /en/search devuelve '0 results - No programs found' y /en/degrees es solo pagina de marketing sin un solo programa (la cifra '60+ undergraduate y 20+ graduate' de la portada es copy, no listado). /en/courses da 404. Extraer de ahi produce cero programas. El catalogo real esta en nec.edu (Henniker, New Hampshire): unos 220 programas en 28 areas, con asociados, bachelor, master, doctorados y pre-college. La ficha autoriza 'todos', asi que nec.edu es el dominio correcto."
New Jersey Institute of Technology,ok,,,https://www.njit.edu/degrees,170,pregrado;posgrado;doctorado;certificados,"njit.edu vive y es NJIT, en Newark, Nueva Jersey. Declara 100+ carreras de pregrado y 70+ de posgrado (master, PhD, professional science master y certificados). El listado navegable esta en /degrees y el catalogo academico detallado, con planes de estudio, en el subdominio catalog.njit.edu."
Nord Anglia Education,sin_catalogo,nordangliaeducation.com,,https://www.nordangliaeducation.com/our-schools,0,colegio_k12;IB;A_levels;GCSE;early_years,"FICHA MAL PLANTEADA, revisar con el cliente. La ficha no traia dominio, ni ciudad, ni categoria, ni puede_vender. nordangliaeducation.com vive y es Nord Anglia Education, pero NO es una institucion: es un grupo/holding de 90+ colegios premium con sede en Londres, Reino Unido (Nova South, 160 Victoria Street), no en USA como dice la ficha. No publica catalogo de programas: solo un directorio de colegios miembros, cada uno con admisiones propias. Lo que se ensena es K-12 (Early Years, GCSE, IB Diploma, A Levels); no hay pregrado ni posgrado. Extraer 'programas' de aqui no tiene sentido; si el cliente quiere vender, hay que fichar los colegios uno por uno."
"Nova Southeastern
University’s Barry and Judy Silverman College of Pharmacy.",otra_institucion,,ISI Japanese Language School,,,idiomas,"EL PEOR ERROR DEL LOTE. isi-education.com vive (200 OK, IP japonesa 182.171.66.198) pero es ISI Japanese Language School, una cadena de escuelas de JAPONES con nueve sedes en Tokio, Osaka, Kioto y Nagano. Cero relacion con Nova Southeastern University ni con una facultad de farmacia en Florida. Ofrece 6 cursos de japones (Academic 2 anos, Career 2 anos, corto general, corto career, nocturno y clases privadas). Probablemente alguien mapeo el proveedor de idiomas por el 'puede_vender: idiomas' y engancho la escuela equivocada. NO adivino el dominio correcto: la NSU esta en la ficha siguiente (nova.edu) y su facultad de farmacia cuelga de pharmacy.nova.edu, pero eso lo confirma el cliente."
Nova Southeastern University,ok,,,https://www.nova.edu/degrees.html,130,pregrado;posgrado;doctorado;profesional,"nova.edu vive y es Nova Southeastern University. Mas de 130 titulos de bachelor, master y doctorado en 12 colleges. Campus principal en Fort Lauderdale (Davie), Florida, mas 11 sedes en Florida, Colorado y Puerto Rico. Coherente con puede_vender pregrado y posgrado."
Oregon State University,ok,,,https://catalog.oregonstate.edu/programs/,747,pregrado;posgrado;doctorado;minor;certificados,"oregonstate.edu vive y es la universidad (Corvallis, Oregon). TRAMPA DE SUBDOMINIO: la portada no lista programas; el catalogo esta en catalog.oregonstate.edu/programs, un indice A-Z de unas 747 entradas (393 BS, 231 MS, 213 PhD, 179 BA, 817 minors y 163 certificados contando opciones). OJO: oregonstate.edu/academics devuelve 403 a fetch pelado de algunas herramientas y 200 con User-Agent de Chrome, no esta caido. La ficha autoriza 'todos' incluido idiomas, pero el antiguo pathway INTO OSU ya no existe: osu.intostudy.com es NXDOMAIN contra 8.8.8.8."
