institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Vancouver Community College - VCC,ok,,,https://www.vcc.ca/programs/,180,vocacional;certificado;diploma;associate degree;pregrado;aprendizaje;idiomas (ESL/pathway),"La ficha solo habilita 'vocacional' pero VCC tambien lista bachelor degrees (Nursing, Hospitality Management, Applied Music), associate degrees y ESL/pathway."
Vancouver Island University VIU,ok,,,https://www.viu.ca/programs,200,pregrado;posgrado;vocacional;trades;ABE/equivalencia high school;post-degree diploma,"Ciudad real: Nanaimo BC (tambien Cowichan y Powell River); la ficha la trae vacia. Listado paginado en 9 paginas: si la extraccion trae ~25 se quedo en la pagina 1."
WILFRID LAURIER INTERNATIONAL COLLEGE (WLIC),dominio_nuevo,laurieric.ca,Wilfrid Laurier International College,https://www.laurieric.ca/programs/,9,pathway (UTP Stage I Foundation);pregrado primer ano (International Year One),"Ficha sin dominio. Su sitio propio es laurieric.ca (Navitas), no wlu.ca; wlic.ca es un dominio aparcado. Desde 2025 opera en Waterloo, NO en Brantford como dice la ficha."
Westfield Education,ok,,Westfield Secondary School,https://westfieldeducation.ca/signature-programs,6,high_school (Lower/Upper Division);IB Diploma;university preparation,"En su sitio se llama 'Westfield Secondary School'. No publica catalogo de cursos ni calendario academico: solo areas de programa (IB, STEAM, artes, musica, atletismo). No se ve ESL."
Wilfrid Laurier University,ok,,,https://www.wlu.ca/programs/index.html,100,pregrado;posgrado;doctorado;diploma;certificado,"La ficha habilita idiomas y pathway, pero eso no lo vende wlu.ca sino Wilfrid Laurier International College (laurieric.ca), ficha aparte de este mismo lote. El buscador es JS; la portada declara 'more than 100 degree programs'."
Windsor-Essex CDS,dominio_nuevo,wecdsb.on.ca,Windsor-Essex Catholic District School Board (WECDSB),https://www.wecdsb.on.ca/programs/international_education/schools,8,high_school;primaria;ESL;IB,"Ficha sin dominio ni ciudad: es el board catolico de Windsor, Ontario. No publica catalogo de cursos sino las 8 secundarias que reciben internacionales (Assumption College, Cardinal Carter, Catholic Central, F.J. Brennan, Holy Names, St. Anne, St. Joseph, St. Thomas of Villanova)."
YMCA,otra_institucion,,YMCA Canada,,,,"ymca.ca es la federacion nacional YMCA Canada, no la escuela de idiomas de Montreal. Esa era la Ecole internationale de langues YMCA (ymcalanguages.com) y CERRO definitivamente el 2025-12-19: ymcalanguages.com es hoy NXDOMAIN y ymcaquebec.org ya no menciona cursos de idiomas. Ficha invendible."
iMandarin,dominio_muerto,,,,,,"El dominio vive (www.imandarin.net responde 200) pero geobloquea todo IP extranjero: apex, /en y www devuelven 'prohibido el acceso desde IP extranjera'. Sin salida por IP china no hay extraccion posible. imandarin.com es otro dominio, en venta."
AD Education,dominio_nuevo,ad-education.com,AD Education,https://ad-education.com/ecoles/,21,no publica programas: publica escuelas,"Ficha sin dominio. Es un holding europeo con sede en Paris; NO tiene catalogo propio, solo sus 21 escuelas miembro en 9 paises (art & design, animation & game, audiovisual, publicidad, business). Los programas hay que sacarlos de cada escuela, no de aqui."
Azurlingua,ok,,,https://azurlingua.com/courses-main,12,idiomas (frances adultos;juniors;DELF),"Ciudad real: Niza (la ficha la trae vacia). El listado es JS con rutas hash (#/course/Adults, #/course/Juniors): un fetcher sin navegador vera la pagina vacia y creera que no hay cursos."
BSB Burgundy School of Business,dominio_nuevo,bsb-education.com,BSB - Burgundy School of Business,https://www.bsb-education.com/fr/formation/trouver-ma-formation,40,pregrado (Bachelor);posgrado (Master Grande Ecole;MSc;Mastere Specialise);DBA;executive,"Ficha sin dominio. Campus en Dijon Y Lyon; la ficha solo dice Dijon. Especialidad reconocible: Wine & Spirits Business."
Ecole de Management Applique,ok,,EMA - Ecole de Management Appliquee,https://ema.education/en/programme-hub/,4,pregrado (Bachelor);posgrado (MBA);BTS;cursos cortos,"Catalogo muy pequeno: Bachelor Applied Management and Economics, MBA Sustainable Leadership, BTS Commerce International y Sustainable Academy (2-12 semanas). Si la extraccion trae mas de 6, se colo algo."
Ermitage International School,ok,,Ermitage International School Paris,https://www.ermitage.fr/admissions/choose-your-program,5,primaria;secundaria;high_school;IB (PYP;MYP;DP);bachillerato frances bilingue,"Ciudad real: Maisons-Laffitte (area de Paris), la ficha la trae vacia. No hay cursos sueltos: son ciclos de Pre-K a 12, mas internado, summer camp y cursos de idiomas de verano."
Etoile  Institut,ok,,Etoile Institut - Etablissement d'Enseignement Superieur Prive,https://etoilegroupe.com/nos-programmes/,15,idiomas;pathway (preparacion a estudios superiores;prepa grandes ecoles),"Ojo con la llave: el nombre en la ficha trae doble espacio ('Etoile  Institut'). Ademas de FLE vende pathway a universidad y prepa a grandes ecoles, que la ficha no habilita."
France Langue,ok,,Les ateliers FL - IH (ex France Langue),https://sejour.fl-france.fr/adultes/,39,idiomas;pathway;frances profesional;juniors,"Rebrand: ya no se anuncia como 'France Langue' sino 'Les ateliers FL - IH'. fl-france.fr redirige al subdominio de la ficha; france-langue.fr da 404. El sitio lista Paris, Niza, Burdeos, Biarritz, Lyon y online - MARTINIQUE, que si aparece en la ficha, ya no existe."
French Woods,dominio_nuevo,frenchwoods.com,French Woods Festival of the Performing Arts,https://frenchwoods.com/programs/,30,campamento de verano (artes escenicas;circo;musica;danza;artes visuales;deportes) 7-17 anos,"PAIS MAL EN LA FICHA: no esta en Francia sino en Hancock, Nueva York, EE.UU. Tampoco es instituto de idiomas ni vocacional: es un campamento de verano de artes escenicas."
ILA Montpellier,ok,,ILA - Institut Linguistique Adenet,https://www.ila-france.es/cursos-frances,20,idiomas;DELF/DALF;pathway universitario;juniors;formacion de profesores,"El .es es solo la version en espanol del mismo sitio (existen .com, .fr, .de y una docena mas): sirve igual para extraer, pero los titulos saldran en espanol."
Ifalpes,ok,,IFALPES KLF Annecy,https://ifalpes.com/french-courses/,15,idiomas;pathway universitario;TCF;DELF/DALF;frances de negocios;juniors,"Ciudad real: Annecy (la ficha la trae vacia). La ficha habilita 'todos' pero solo vende idiomas. Pertenece al grupo KLF, igual que LSF Montpellier, Langue Onze Toulouse y Lyon Bleu, fichas aparte de este mismo lote."
Institut Europeen de Francais,dominio_nuevo,lsf-france.com,KLF Montpellier - LSF/IEF,https://lsf-france.com/french-courses/,12,idiomas;pathway universitario;DELF/DALF;frances de negocios;formacion de profesores,"institut-europeen.es es NXDOMAIN (apex y www). IEF se FUSIONO con LSF Montpellier (tratado de fusion 2023) y hoy opera en lsf-france.com. ES LA MISMA INSTITUCION que la ficha 'LSF/IEF' de este lote: duplicado a consolidar antes de extraer."
