institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Niagara College Toronto,ok,,Niagara College - Toronto,https://www.niagaracollegetoronto.ca/programs,9,vocacional;posgrado (graduate certificate),"El apex niagaracollegetoronto.ca rompe por certificado SSL (SEC_E_WRONG_PRINCIPAL): hay que entrar por www.niagaracollegetoronto.ca. Los programas los entrega Toronto School of Management, otra ficha de este mismo lote."
Queens School of English,ok,,"Queen's School of English (Faculty of Education, Queen's University)",https://qsoe.educ.queensu.ca/programs,12,idiomas;preparacion academica;pathway universitario,"Subdominio propio de Queen's University pero es el sitio real de la escuela, no una portada. Responde 200 sin trucos."
RCS Royal Crown School,dominio_nuevo,royalcrownschool.com,Royal Crown School,https://www.royalcrownschool.com/high-school,6,high_school (grados 7-12);ESL;AP;online;internado,"La ficha venia sin dominio y sin categoria. Colegio privado en Scarborough (Toronto), OSSD grados 7-12 con boarding. No publica catalogo de cursos sino programas/pathways: academico, STEAM, deportes de alto rendimiento."
Red River College,dominio_nuevo,catalogue.rrc.ca,RRC Polytech (Red River College Polytechnic),https://catalogue.rrc.ca/,150,vocacional (certificado;diploma;diploma avanzado);grado aplicado;aprendizaje;micro-credenciales,"rrc.ca vive y es de la institucion, pero su listado se pinta por JS y no deja un solo href de programa. El catalogo real vive en el subdominio catalogue.rrc.ca. Rebrand: hoy se llama RRC Polytech."
Royal Roads University,ok,,Royal Roads University,https://www.royalroads.ca/programs,86,pregrado;posgrado (maestria;doctorado);certificados;micro-credenciales;educacion continua,403 de Akamai a fetchers simples: solo pasa con UA de Chrome + Sec-Fetch-* + Sec-CH-UA + Accept-Encoding. Ademas /programs se pinta por JS (2.5 KB de HTML); las 86 fichas de programa salen del sitemap.xml.
SGIC,dominio_nuevo,sgiccanada.com,St. George International College (SGIC),https://www.sgiccanada.com/programs,12,idiomas;pathway universitario;formacion docente (i-TESOL);campamentos,"DUPLICADO: es la misma institucion que la ficha 'St George International College' de este mismo lote, mismo dominio. Ademas la ficha la marca como vocacional y es un instituto de idiomas."
Sheridan College,dominio_nuevo,sheridancollege.ca,Sheridan College,https://www.sheridancollege.ca/programs/all,175,vocacional (certificado;diploma;diploma avanzado);pregrado (degree);posgrado (graduate certificate);micro-credenciales,"La ficha venia sin dominio. /programs/all redirige a /programs y devuelve 'No results' a fetchers porque el listado carga por JS; los 175 programas salen del sitemap.xml. Campus Brampton, Mississauga y Oakville."
Sprott Swaw Language College SSLC,dominio_nuevo,studysslc.com,SSLC Language College (ex Sprott Shaw Language College),https://www.studysslc.com/,15,idiomas;preparacion de examenes (IELTS;CELPIP;TOEIC);pathway universitario;campamentos,"Nombre mal escrito en la ficha: es Shaw, no Swaw. Rebrand a 'SSLC' y sslc.ca ya no resuelve. OJO: sprottshaw.com es Sprott Shaw College, un college vocacional DISTINTO; no confundir en la extraccion. Campus Vancouver, Victoria y Surrey."
St George International College,ok,,St. George International College (SGIC),https://www.sgiccanada.com/programs,12,idiomas;pathway universitario;formacion docente (i-TESOL);campamentos,Duplicada con la ficha 'SGIC' de este mismo lote. Campus Toronto y Vancouver. Extraer una sola vez.
St. Lawrence College - SLC,ok,,St. Lawrence College,https://www.stlawrencecollege.ca/programs,253,vocacional (certificado;diploma;diploma avanzado);posgrado (graduate certificate);grado;aprendizaje,"El listado carga por JS: los 253 programas salen del sitemap.xml. Cuidado, ese sitemap devuelve las URLs con el host de staging stlawrencecollege-prod-ce-app-staging.azurewebsites.net; hay que reescribirlas a www.stlawrencecollege.ca. Campus Kingston, Brockville y Cornwall."
