# Lote 07 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# ---------------------------------------------------------------------------
# 1 · SRH University (srh-university.de) · ex "SRH Berlin University of Applied Sciences"
# Fuente unica: el programme finder en ingles. No hay codigo oficial ni duracion
# publicados a nivel de listado.
# ---------------------------------------------------------------------------
SRH University | International Business Administration | bachelor | Negocios | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | International Relations and Global Economics | bachelor | Ciencias Políticas | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Advertising & Brand Design | bachelor | Diseño | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | AI in Business | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Applied Artificial Intelligence | bachelor | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Applied Computer Science | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Applied Data Science and Artificial Intelligence | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Applied Mechatronic Systems | bachelor | Ingeniería | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Architecture - Design for the Built Environment | maestria | Arquitectura | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Information Technology - Artificial Intelligence | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Audio Design | bachelor | Música | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Computer Science - Big Data and Artificial Intelligence | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Applied Data Science and Artificial Intelligence - Business Analytics | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | International Business Administration - Business Psychology | bachelor | Negocios | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Classical Music | maestria | Música | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Classical Music | bachelor | Música | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Communication Design | bachelor | Diseño | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Computer Science | bachelor | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Computer Science (dual) | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Construction Management | bachelor | Ingeniería | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Creative Industries Management | bachelor | Negocios | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | International Management - Creative Leadership | maestria | Negocios | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Creative Writing | maestria | Artes | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Computer Science - Cyber Security | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | CyberMACS - Applied Cybersecurity | maestria | Tecnología | no indicada | - | https://www.srh-university.de/en/programme-finder/
SRH University | Digital Health - Data Analytics | maestria | Salud | no indicada | - | https://www.srh-university.de/en/programme-finder/
