# Lote 26 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Murdoch University (www.murdoch.edu.au) ---
Murdoch University | Bachelor of Business | bachelor | Negocios | 3 años | 079326C | https://www.murdoch.edu.au/course/undergraduate/b1367
Murdoch University | Bachelor of Data Analytics | bachelor | Tecnología | 3 años | 106085J | https://www.murdoch.edu.au/course/undergraduate/b1420
Murdoch University | Bachelor of Information Technology | bachelor | Tecnología | 3 años | 102605M | https://www.murdoch.edu.au/course/undergraduate/b1390
Murdoch University | Bachelor of Nursing | bachelor | Salud | 3 años | 116844C | https://www.murdoch.edu.au/course/undergraduate/b1417
Murdoch University | Bachelor of Laws | bachelor | Derecho | 4 años | 006942E | https://www.murdoch.edu.au/course/undergraduate/b1395
Murdoch University | Bachelor of Laws (LLB) - Graduate Entry | bachelor | Derecho | 3 años | 093251M | https://www.murdoch.edu.au/course/undergraduate/b1340
Murdoch University | Bachelor of Laws / Bachelor of Criminology | bachelor | Derecho | 5 años | 095505M | https://www.murdoch.edu.au/course/undergraduate/b1346
Murdoch University | Bachelor of Agricultural Science | bachelor | Ciencias Agrarias | 3 años | 0102135 | https://www.murdoch.edu.au/course/undergraduate/b1391
Murdoch University | Bachelor of Agricultural Science / Bachelor of Business | bachelor | Ciencias Agrarias | 4 años | 103899F | https://www.murdoch.edu.au/course/undergraduate/b1393
Murdoch University | Bachelor of Sport and Exercise Science | bachelor | Salud | 3 años | 095513M | https://www.murdoch.edu.au/course/undergraduate/b1348
Murdoch University | Bachelor of Health Science / Master of Clinical Chiropractic | bachelor | Salud | 4 años | 118305C | https://www.murdoch.edu.au/course/undergraduate/b1422
Murdoch University | Bachelor of Communication | bachelor | Comunicación | 3 años | 095508G | https://www.murdoch.edu.au/course/undergraduate/b1342
Murdoch University | Bachelor of Creative Media | bachelor | Artes | 3 años | 095510C | https://www.murdoch.edu.au/course/undergraduate/b1343
Murdoch University | Bachelor of Criminology | bachelor | Criminología | 3 años | 095504A | https://www.murdoch.edu.au/course/undergraduate/b1345
Murdoch University | Bachelor of Psychology / Bachelor of Criminology | bachelor | Psicología | 4 años | 095507J | https://www.murdoch.edu.au/course/undergraduate/b1416
Murdoch University | Bachelor of Education (Primary Teaching) | bachelor | Educación | 4 años | 110543J | https://www.murdoch.edu.au/course/undergraduate/b1404
Murdoch University | Bachelor of Global Security | bachelor | Ciencias Sociales | 3 años | 097990K | https://www.murdoch.edu.au/course/undergraduate/b1363
Murdoch University | Bachelor of Arts | bachelor | Humanidades | 3 años | 079364G | https://www.murdoch.edu.au/course/undergraduate/b1356
Murdoch University | Bachelor of Biomedical Science | bachelor | Ciencias | 3 años | 117500H | https://www.murdoch.edu.au/course/undergraduate/b1419
