# Lote 09 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Adelaide University (adelaide.edu.au) ---
Adelaide University | Bachelor of Accounting | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business (Economics, Finance and Trade) | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business (Financial Planning) | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business (Management) | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Digital Business | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Human Resource Management | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in International Business | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Management | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Marketing | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Marketing and Design | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Procurement and Supply Chain Management | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Business majoring in Project Management | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Accounting | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Accounting and Business Analytics | bachelor | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Accounting and Finance | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Accounting and Financial Planning | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Accounting and Property | bachelor | Construcción e Inmobiliario | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Banking and Finance | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Business Analytics | bachelor | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Business Analytics and Finance | bachelor | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Business Analytics and Financial Planning | bachelor | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Finance and Property | bachelor | Construcción e Inmobiliario | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Financial Planning | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Financial Planning and Property | bachelor | Construcción e Inmobiliario | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Commerce majoring in Property | bachelor | Construcción e Inmobiliario | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Digital Business | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Economics | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Economics (Honours) | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Economics majoring in Advanced Analysis | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Bachelor of Philosophy, Politics and Economics | bachelor | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Global Executive Master of Business Administration (Defence and Space) | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Business | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Business (Digital Transformation) | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Business Administration | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Commerce | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Global Executive Business Administration in Defence and Space | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Project Management | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Research Design | posgrado | Investigación | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Certificate in Wine and Food Business | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Diploma in Business Administration | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Diploma in International Business | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Diploma in Management | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Diploma in Procurement and Supply Chain Management | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Graduate Diploma in Wine and Food Business | posgrado | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration specialising in Business Analytics | mba | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration specialising in Finance | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration specialising in Human Resource Management | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration specialising in Marketing | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration specialising in Procurement and Supply Chain Management | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | International Master of Business Administration specialising in Project Management | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Accounting | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Accounting and Business Analytics | maestria | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Accounting and Finance | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Applied Finance | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Business Administration | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Business Administration specialising in Finance | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Business Administration specialising in Human Resource Management | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Business Administration specialising in Marketing | mba | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Economics and Resource Policy | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Economics and Resource Policy specialising in Economic Analysis | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Economics and Resource Policy specialising in Global Food and Agribusiness | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Economics and Resource Policy specialising in International Trade | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Economics and Resource Policy specialising in Public Economics and Policy | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Finance | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Finance and Business Analytics | maestria | Matemáticas y Datos | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
Adelaide University | Master of Financial Planning | maestria | Negocios | no indicada | - | https://adelaide.edu.au/study/study-areas/accounting-commerce-economics/
