# Lote 05 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# ---------------------------------------------------------------------------
# 1 · North Park University (www.northpark.edu)
# ---------------------------------------------------------------------------
North Park University | Accounting | bachelor | Negocios | no indicada | - | https://www.northpark.edu/academics/school-of-business-nonprofit-management/business/accounting/
North Park University | Actuarial Science Certificate | curso_corto | Matematicas y Datos | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/actuarial-science-certificate/
North Park University | Applied Computer Science | bachelor | Tecnologia | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/applied-computer-science/
North Park University | Art | bachelor | Artes | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/school-of-music-art-theatre/art/
North Park University | Art Education | curso_corto | Artes | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/school-of-music-art-theatre/art/art-education/
North Park University | Arts Management Certificate | curso_corto | Artes | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/school-of-music-art-theatre/arts-management-certificate/
North Park University | Biblical and Theological Studies | bachelor | Teologia | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-humanities-and-social-sciences/biblical-and-theological-studies/
North Park University | Bilingual Endorsement | especializacion | Educacion | no indicada | - | https://www.northpark.edu/academics/school-of-education/bilingual-endorsement/
North Park University | Biochemistry | bachelor | Ciencias | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/biochemistry/
North Park University | Biology | bachelor | Ciencias | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/biology/
North Park University | Biomedical Sciences | bachelor | Salud | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/biomedical-sciences/
North Park University | Business | bachelor | Negocios | no indicada | - | https://www.northpark.edu/academics/school-of-business-nonprofit-management/business/
North Park University | Business Administration | bachelor | Negocios | no indicada | - | https://www.northpark.edu/academics/school-of-professional-studies/business-administration/
North Park University | Chemistry | bachelor | Ciencias | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/chemistry/
North Park University | Combined Bilingual/ESL Endorsement | especializacion | Educacion | no indicada | - | https://www.northpark.edu/academics/school-of-education/combined-bilingual-esl-endorsement/
North Park University | Communication Studies | bachelor | Comunicacion y Medios | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-humanities-and-social-sciences/communication-studies/
North Park University | Composition | bachelor | Musica | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/school-of-music-art-theatre/music/composition/
North Park University | Computer Science | bachelor | Tecnologia | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-sciences/computer-science/
North Park University | Conflict Transformation Studies | bachelor | Humanidades y Ciencias Sociales | no indicada | - | https://www.northpark.edu/academics/college-of-arts-and-sciences/division-of-humanities-and-social-sciences/conflict-transformation-studies/
North Park University | Counseling Psychology | bachelor | Psicologia y Trabajo Social | no indicada | - | https://www.northpark.edu/academics/school-of-professional-studies/counseling-psychology/
