# Lote 33 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- University of Southern Queensland (UniSQ) · unisq.edu.au · Australia ---
# Dominio corregido: usq.edu.au -> unisq.edu.au (rebrand). Catalogo recorrido por las 10 areas de estudio
# (/study/degrees-and-courses/<area>) porque el sitio NO expone un indice A-Z. Lista deduplicada:
# los dobles grados y el PhD/Master of Research aparecen repetidos en varias areas y van UNA sola vez.
UniSQ | Associate Degree of Business | pregrado | Negocios | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/associate-degree-of-business
UniSQ | Bachelor of Accounting | bachelor | Negocios | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-accounting
UniSQ | Bachelor of Accounting and Bachelor of Laws | bachelor | Negocios | 5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-accounting-and-bachelor-of-laws
UniSQ | Bachelor of Arts and Bachelor of Business | bachelor | Negocios | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-arts-and-bachelor-of-business
UniSQ | Bachelor of Business | bachelor | Negocios | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-business
UniSQ | Bachelor of Business and Bachelor of Information Technology | bachelor | Negocios | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-business-and-bachelor-of-information-technology
UniSQ | Bachelor of Business and Bachelor of Laws | bachelor | Negocios | 5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-business-and-bachelor-of-laws
UniSQ | Bachelor of Business and Bachelor of Science | bachelor | Negocios | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-business-and-bachelor-of-science
UniSQ | Bachelor of Business and Bachelor of Science (Psychology) | bachelor | Negocios | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-business-and-bachelor-of-science-psychology
UniSQ | Diploma of Business and Management Studies | diplomado | Negocios | 1 año | - | https://www.unisq.edu.au/study/degrees-and-courses/diploma-of-business-and-management-studies
UniSQ | Graduate Certificate of Business | posgrado | Negocios | 0.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-certificate-of-business
UniSQ | Graduate Certificate of Business Administration | posgrado | Negocios | 0.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-certificate-of-business-administration
UniSQ | Graduate Certificate of Project Management (Delivering Business Strategy) | posgrado | Negocios | 0.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-certificate-of-project-management-delivering-business-strategy
UniSQ | Graduate Certificate of Project Management (Enhancing Business Performance) | posgrado | Negocios | 0.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-certificate-of-project-management-enhancing-business-performance
UniSQ | Graduate Certificate of Project Management (Leading Business Innovation) | posgrado | Negocios | 0.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-certificate-of-project-management-leading-business-innovation
UniSQ | Graduate Diploma of Business | posgrado | Negocios | 1 año | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-diploma-of-business
UniSQ | Graduate Diploma of Business Administration | posgrado | Negocios | 1 año | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-diploma-of-business-administration
UniSQ | Master of Business | maestria | Negocios | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-business
UniSQ | Master of Business Administration (MBA) | mba | Negocios | 1.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-business-administration
UniSQ | Master of Organisational Project Management | maestria | Negocios | 1.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-organisational-project-management
UniSQ | Doctor of Philosophy (PhD) | doctorado | Investigación | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/doctor-of-philosophy
UniSQ | Master of Research | maestria | Investigación | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-research
UniSQ | Bachelor of Cyber Security | bachelor | Tecnología | 1.5 - 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-cyber-security
UniSQ | Bachelor of Digital Design | bachelor | Diseño | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-digital-design
UniSQ | Bachelor of Information Technology | bachelor | Tecnología | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-information-technology
UniSQ | Bachelor of Science | bachelor | Ciencias | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-science
UniSQ | Graduate Certificate of Information Systems | posgrado | Tecnología | 0.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-certificate-of-information-systems
UniSQ | Graduate Diploma of Information Systems | posgrado | Tecnología | 1 año | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-diploma-of-information-systems
UniSQ | Graduate Diploma of Information Technology | posgrado | Tecnología | 1.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/graduate-diploma-of-information-technology
UniSQ | Master of Cyber Security | maestria | Tecnología | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-cyber-security
UniSQ | Master of Data Science | maestria | Tecnología | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-data-science
UniSQ | Master of Information Systems | maestria | Tecnología | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-information-systems
UniSQ | Master of Information Technology | maestria | Tecnología | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/master-of-information-technology
UniSQ | Associate Degree of Allied Health | pregrado | Salud | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/associate-degree-of-allied-health
UniSQ | Associate Degree of Biomedical Sciences | pregrado | Salud | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/associate-degree-of-biomedical-sciences
UniSQ | Associate Degree of Medical Laboratory Science | pregrado | Salud | 2 años | - | https://www.unisq.edu.au/study/degrees-and-courses/associate-degree-of-medical-laboratory-science
UniSQ | Bachelor of Biomedical Sciences | bachelor | Salud | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-biomedical-sciences
UniSQ | Bachelor of Clinical Exercise Physiology (Honours) | bachelor | Salud | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-clinical-exercise-physiology-honours
UniSQ | Bachelor of Medical Laboratory Science | bachelor | Salud | 3.5 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-medical-laboratory-science
UniSQ | Bachelor of Medical Science (Medicine Pathway) | bachelor | Salud | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-medical-science-medicine-pathway
UniSQ | Bachelor of Nursing | bachelor | Salud | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-nursing
UniSQ | Bachelor of Occupational Therapy (Honours) | bachelor | Salud | 4 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-occupational-therapy-honours
UniSQ | Bachelor of Paramedicine | bachelor | Salud | 3 años | - | https://www.unisq.edu.au/study/degrees-and-courses/bachelor-of-paramedicine
