# Lote 19 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Victoria University (vu.edu.au) ---
Victoria University | Certificate III in Allied Health Assistance | curso_corto | Salud | no indicada | HLT33021 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Accounting | bachelor | Negocios | no indicada | BBAQ | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Diploma of Accounting | diplomado | Negocios | no indicada | FNS50222 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate IV in Accounting and Bookkeeping | curso_corto | Negocios | no indicada | FNS40222 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate IV in Ageing Support | curso_corto | Salud | no indicada | CHC43015 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate IV in Alcohol and Other Drugs | curso_corto | Salud | no indicada | CHC43215 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate IV in Allied Health Assistance | curso_corto | Salud | no indicada | HLT43021 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Master of Applied Information Technology | maestria | Tecnología | no indicada | NMIT | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Applied Movement Sciences/Master of Physiotherapy | bachelor | Salud | no indicada | HCPT | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Applied Music | bachelor | Artes | no indicada | ABAM | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Master of Applied Psychology (Clinical Psychology) | maestria | Psicología | no indicada | AMAL | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Master of Applied Research | maestria | Investigación | no indicada | URAP | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Master of Applied Research | maestria | Investigación | no indicada | URAR | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Master of Applied Teaching (Secondary Education) | maestria | Educación | no indicada | EMAT | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Architectural Design | bachelor | Arquitectura | no indicada | NBAD | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Master of Artificial Intelligence | maestria | Tecnología | no indicada | NMAI | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Graduate Certificate in Artificial Intelligence | posgrado | Tecnología | no indicada | NTAI | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Arts | bachelor | Humanidades | no indicada | ABAB | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate III in Barbering | curso_corto | Belleza y Estética | no indicada | SHB30516 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate III in Beauty Services | curso_corto | Belleza y Estética | no indicada | SHB30121 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Diploma of Beauty Therapy | diplomado | Belleza y Estética | no indicada | SHB50121 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Biomedical and Exercise Science | bachelor | Ciencias de la Salud | no indicada | HBES | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Biomedical Science | bachelor | Ciencias de la Salud | no indicada | HBBS | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Bachelor of Biomedicine | bachelor | Ciencias de la Salud | no indicada | HBBM | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Graduate Certificate in Block Teaching | posgrado | Educación | no indicada | ETBL | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Graduate Diploma in Block Teaching | posgrado | Educación | no indicada | EGBL | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate III in Bricklaying and Blocklaying | curso_corto | Construcción | no indicada | CPC33020 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Diploma of Building and Construction (Building) | diplomado | Construcción | no indicada | CPC50220 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Certificate II in Building and Construction Pre-apprenticeship | curso_corto | Construcción | no indicada | 22614VIC | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Advanced Diploma of Building Design (Architectural) | diplomado | Arquitectura | no indicada | 22627VIC | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
Victoria University | Advanced Diploma of Building Surveying | diplomado | Construcción | no indicada | CPC60121 | https://www.vu.edu.au/study-at-vu/courses/browse-study-areas/all-courses-a-to-z
