# Lote 30 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Niagara College · niagaracollege.ca ---
Niagara College | Acting for Film and Digital Media | diplomado | Diseño y Medios | 2 años | 0198 | https://www.niagaracollege.ca/0198
Niagara College | Addictions and Mental Health | posgrado | Servicios Comunitarios | 1 año | 0292 | https://www.niagaracollege.ca/amh
Niagara College | Art and Design Foundation | curso_corto | Diseño y Medios | 1 año | 0188 | https://www.niagaracollege.ca/0188
Niagara College | Artisan Distilling | posgrado | Enología y Bebidas | 1 año | 0783 | https://www.niagaracollege.ca/0783
Niagara College | Autism and Behavioural Science | posgrado | Servicios Comunitarios | 1 año | 0192 | https://www.niagaracollege.ca/0192
Niagara College | Bachelor of Arts (Honours) Game Design | bachelor | Diseño y Medios | 4 años | 6800 | https://www.niagaracollege.ca/6800
Niagara College | Bachelor of Science (Honours) Game Programming | bachelor | Tecnología | 4 años | 6801 | https://www.niagaracollege.ca/6801
Niagara College | Baking and Pastry Arts Management | diplomado | Gastronomía | no indicada | 0467 | https://www.niagaracollege.ca/bpam
Niagara College | Baking and Pastry Arts | curso_corto | Gastronomía | 1 año | 0458 | https://www.niagaracollege.ca/0458
Niagara College | Beverage Business Management - Barcelona, Spain | posgrado | Enología y Bebidas | 1 año | 5785 | https://www.niagaracollege.ca/5785
Niagara College | Beverage Business Management (Online Program Delivery) (Online) | posgrado | Enología y Bebidas | 1 año | 1785 | https://www.niagaracollege.ca/1785
Niagara College | Brewmaster and Brewery Operations Management | diplomado | Enología y Bebidas | 2 años | 0780 | https://www.niagaracollege.ca/0780
Niagara College | Broadcasting - Radio, Television and Film (Film Production) | diplomado | Artes | 3 años | 0122 | https://www.niagaracollege.ca/0165
Niagara College | Broadcasting - Radio, Television and Film (Radio & TV Presentation) | diplomado | Artes | 3 años | 0122 | https://www.niagaracollege.ca/0163
Niagara College | Broadcasting - Radio, Television and Film (Television Production) | diplomado | Artes | 3 años | 0122 | https://www.niagaracollege.ca/0164
Niagara College | Business - Accounting | diplomado | Negocios | 2 años | 0473 | https://www.niagaracollege.ca/0473
Niagara College | Business - International Business | diplomado | Negocios | 2 años | 0448 | https://www.niagaracollege.ca/0448
Niagara College | Business - Sales and Marketing | diplomado | Negocios | 2 años | 0451 | https://www.niagaracollege.ca/0451
Niagara College | Business Administration - Human Resources (Co-op) | diplomado | Negocios | 3 años | 0492 | https://www.niagaracollege.ca/0492
Niagara College | Business Administration - Accounting (Co-op) | diplomado | Negocios | 3 años | 0498 | https://www.niagaracollege.ca/0498
Niagara College | Business Administration - Accounting | diplomado | Negocios | 3 años | 0497 | https://www.niagaracollege.ca/0497
Niagara College | Business Administration - International Business | diplomado | Negocios | 3 años | 0493 | https://www.niagaracollege.ca/0493
Niagara College | Business Administration - Marketing (Co-op) | diplomado | Negocios | no indicada | 0491 | https://www.niagaracollege.ca/0491
Niagara College | Business Administration - Supply Chain and Operations Management (Co-op) | diplomado | Negocios | 3 años | 0490 | https://www.niagaracollege.ca/0490
Niagara College | Business | diplomado | Negocios | 2 años | 0470 | https://www.niagaracollege.ca/0470
Niagara College | Carpentry and Renovation Technician (Co-op) | diplomado | Construcción | 2 años | 0757 | https://www.niagaracollege.ca/0757
Niagara College | Carpentry and Renovation Techniques | curso_corto | Construcción | 1 año | 0753 | https://www.niagaracollege.ca/0753
Niagara College | Child and Youth Care | diplomado | Servicios Comunitarios | 6 trimestres consecutivos (24 meses) | 0169 | https://www.niagaracollege.ca/0169
Niagara College | Civil Engineering Technician | diplomado | Construcción | 2 años | 0760 | https://www.niagaracollege.ca/0760
Niagara College | Commercial Cannabis Production | posgrado | Agroindustria | 1 año | 0797 | https://www.niagaracollege.ca/0797
Niagara College | Community Mental Health - Multidiscipline | posgrado | Servicios Comunitarios | 1 año | 0964 | https://www.niagaracollege.ca/0964
Niagara College | Community Pharmacy Assistant | curso_corto | Salud | 1 año | 0811 | https://www.niagaracollege.ca/0811
Niagara College | Computer Engineering Technician | diplomado | Tecnología | 2 años | 0717 | https://www.niagaracollege.ca/0717
Niagara College | Computer Programming and Analysis (Co-op) | diplomado | Tecnología | 3 años | 0414 | https://www.niagaracollege.ca/0414
Niagara College | Computer Programming | diplomado | Tecnología | 2 años | 0411 | https://www.niagaracollege.ca/0411
Niagara College | Computer Systems Technician - Network and Cloud Technologies | diplomado | Tecnología | 2 años | 0474 | https://www.niagaracollege.ca/0474
Niagara College | Construction Engineering Technology | diplomado | Construcción | 3 años | 0708 | https://www.niagaracollege.ca/0708
Niagara College | Culinary Innovation and Food Technology (Co-op) | diplomado | Gastronomía | no indicada | 0464 | https://www.niagaracollege.ca/0464
Niagara College | Culinary Management (Co-op) | diplomado | Gastronomía | no indicada | 0435 | https://www.niagaracollege.ca/0435
Niagara College | Culinary Skills | curso_corto | Gastronomía | 1 año | 0454 | https://www.niagaracollege.ca/0454
Niagara College | Cybersecurity | posgrado | Tecnología | 1 año | 0456 | https://www.niagaracollege.ca/0456
Niagara College | Data Analytics | posgrado | Tecnología | 1 año | 0902 | https://www.niagaracollege.ca/0902
Niagara College | Defence Systems Engineering Technician | diplomado | Ingeniería | 2 años | 0748 | https://www.niagaracollege.ca/0748
Niagara College | Defence Systems Engineering Technology | diplomado | Ingeniería | 3 años | 0749 | https://www.niagaracollege.ca/0749
Niagara College | Dental Assisting (Levels I and II) | curso_corto | Salud | 1 año | 0101 | https://www.niagaracollege.ca/0101
Niagara College | Dental Office Administration | curso_corto | Negocios | 1 año | 0151 | https://www.niagaracollege.ca/0151
Niagara College | Early Childhood Education - Resource Consulting (Online Program Delivery) (Online) | posgrado | Servicios Comunitarios | 1 año | 1220 | https://www.niagaracollege.ca/1220
Niagara College | Early Childhood Education | diplomado | Servicios Comunitarios | 2 años | 0102 | https://www.niagaracollege.ca/0102
Niagara College | Ecosystem Restoration | posgrado | Medio Ambiente | 1 año | 2000 | https://www.niagaracollege.ca/2000
Niagara College | Educational Assistance and Adult Supports | diplomado | Servicios Comunitarios | 2 años | 0103 | https://www.niagaracollege.ca/0103
Niagara College | Electrical Engineering Technician | diplomado | Ingeniería | 2 años | 0709 | https://www.niagaracollege.ca/0709
