# Lote 32 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- EBS Universitat fur Wirtschaft und Recht (ebs.edu) ---
EBS Universitat fur Wirtschaft und Recht | Bachelor in Business Studies | bachelor | Negocios | 6 semestres | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/bachelor-in-business-studies
EBS Universitat fur Wirtschaft und Recht | Bachelor in Law, Politics and Economics | bachelor | Derecho | 6 semestres | - | https://www.ebs.edu/en/ebs-law-school/programmes/study-law/bachelor-in-law-politics-and-economics
EBS Universitat fur Wirtschaft und Recht | Master in Management | maestria | Negocios | 4 semestres | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/master-in-management
EBS Universitat fur Wirtschaft und Recht | Master in Finance | maestria | Negocios | 4 semestres | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/master-in-finance
EBS Universitat fur Wirtschaft und Recht | Master in Business Analytics | maestria | Tecnología | 4 semestres | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/master-in-business-analytics
EBS Universitat fur Wirtschaft und Recht | Master in Real Estate | maestria | Negocios | 4 semestres | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/master-in-real-estate
EBS Universitat fur Wirtschaft und Recht | Executive MBA | mba | Negocios | 18 meses | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/executive-mba
EBS Universitat fur Wirtschaft und Recht | MBA | mba | Negocios | 2 semestres tiempo completo · 4 semestres tiempo parcial | - | https://www.ebs.edu/en/ebs-business-school/study-programmes/full-time-mba
EBS Universitat fur Wirtschaft und Recht | Master in Business | maestria | Negocios | 4 semestres | - | https://www.ebs.edu/ebs-business-school/studienprogramme/master-in-business
EBS Universitat fur Wirtschaft und Recht | Master in Business for Legal Professionals (Online) | maestria | Derecho | 4 semestres | - | https://www.ebs.edu/ebs-business-school/studienprogramme/master-in-business-for-legal-professionals
EBS Universitat fur Wirtschaft und Recht | Jurastudium mit Staatsexamen (EBS Junior Professional Programme) | pregrado | Derecho | 8 semestres | - | https://www.ebs.edu/ebs-law-school/studienprogramme/jurastudium-ejp
EBS Universitat fur Wirtschaft und Recht | Doctoral Studies in Business Administration | doctorado | Negocios | 10 semestres | - | https://www.ebs.edu/en/ebs-business-school/research/doctoral-studies-business-administration
EBS Universitat fur Wirtschaft und Recht | Doctoral Studies in Law | doctorado | Derecho | no indicada | - | https://www.ebs.edu/en/ebs-law-school/research/doctoral-studies-law
EBS Universitat fur Wirtschaft und Recht | AI for Leaders (International) | curso_corto | Tecnología | no indicada | - | https://www.ebs.edu/en/ebs-executive-education/open-programmes/ai-for-leaders
EBS Universitat fur Wirtschaft und Recht | General Management Programme | diplomado | Negocios | 4 meses | - | https://www.ebs.edu/en/ebs-executive-education/open-programmes/general-management-program

# --- NABA - Nuova Accademia di Belle Arti (naba.it) ---
NABA - Nuova Accademia di Belle Arti | Comics and Visual Storytelling | bachelor | Artes | 3 años | - | https://www.naba.it/en/undergraduate/comics-and-visual-storytelling-courses
NABA - Nuova Accademia di Belle Arti | Creative Technologies | bachelor | Tecnología | 3 años | - | https://www.naba.it/en/course-169
NABA - Nuova Accademia di Belle Arti | Design | bachelor | Diseño | 3 años | - | https://www.naba.it/en/course-161
NABA - Nuova Accademia di Belle Arti | Design (London) | bachelor | Diseño | 3 años | - | https://www.naba.it/en/undergraduate/london/design-courses
NABA - Nuova Accademia di Belle Arti | Fashion Design | bachelor | Moda | 3 años | - | https://www.naba.it/en/course-139
NABA - Nuova Accademia di Belle Arti | Fashion Design (London) | bachelor | Moda | 3 años | - | https://www.naba.it/en/undergraduate/london/fashion-design-courses
NABA - Nuova Accademia di Belle Arti | Fashion Marketing Management | bachelor | Moda | 3 años | - | https://www.naba.it/en/undergraduate/fashion-marketing-management
NABA - Nuova Accademia di Belle Arti | Fashion Marketing Management (London) | bachelor | Moda | 3 años | - | https://www.naba.it/en/undergraduate/london/fashion-marketing-management-courses
NABA - Nuova Accademia di Belle Arti | Film and Animation | bachelor | Artes | 3 años | - | https://www.naba.it/en/undergraduate/film-animation-courses
NABA - Nuova Accademia di Belle Arti | Graphic Design and Art Direction | bachelor | Diseño | 3 años | - | https://www.naba.it/en/course-150
NABA - Nuova Accademia di Belle Arti | Marketing and Management for Creative Business | bachelor | Negocios | 3 años | - | https://www.naba.it/en/undergraduate/marketing-management-for-creative-business
NABA - Nuova Accademia di Belle Arti | Painting and Visual Arts | bachelor | Artes | 3 años | - | https://www.naba.it/en/course-148
NABA - Nuova Accademia di Belle Arti | Set Design | bachelor | Artes | 3 años | - | https://www.naba.it/en/course-168
NABA - Nuova Accademia di Belle Arti | Creative Media Production | maestria | Comunicación | 2 años | - | https://www.naba.it/en/postgraduate/creative-media-production-courses
NABA - Nuova Accademia di Belle Arti | Digital and Live Performance | maestria | Artes | 2 años | - | https://www.naba.it/en/postgraduate/digital-live-performance-courses
NABA - Nuova Accademia di Belle Arti | Fashion and Costume Design | maestria | Moda | 2 años | - | https://www.naba.it/en/postgraduate/fashion-costume-design-courses
NABA - Nuova Accademia di Belle Arti | Fashion Design | maestria | Moda | 2 años | - | https://www.naba.it/en/course-163
NABA - Nuova Accademia di Belle Arti | Interior Design | maestria | Diseño de Interiores | 2 años | - | https://www.naba.it/en/course-156
NABA - Nuova Accademia di Belle Arti | Product and Service Design | maestria | Diseño | 2 años | - | https://www.naba.it/en/course-157
NABA - Nuova Accademia di Belle Arti | Social Design | maestria | Diseño | 2 años | - | https://www.naba.it/en/course-159
NABA - Nuova Accademia di Belle Arti | Textile Design | maestria | Moda | 2 años | - | https://www.naba.it/en/course-1286
NABA - Nuova Accademia di Belle Arti | User Experience Design | maestria | Diseño | 2 años | - | https://www.naba.it/en/postgraduate/user-experience-design-courses
NABA - Nuova Accademia di Belle Arti | Visual Arts and Curatorial Studies | maestria | Artes | 2 años | - | https://www.naba.it/en/course-145
NABA - Nuova Accademia di Belle Arti | Visual Design and Integrated Marketing Communication | maestria | Comunicación | 2 años | - | https://www.naba.it/en/course-152
NABA - Nuova Accademia di Belle Arti | Academic Master in Contemporary Art Markets | posgrado | Artes | 1 año | - | https://www.naba.it/en/course-146
NABA - Nuova Accademia di Belle Arti | Academic Master in Creative Advertising | posgrado | Comunicación | 1 año | - | https://www.naba.it/en/course-154
NABA - Nuova Accademia di Belle Arti | Academic Master in Fashion Design | posgrado | Moda | 1 año | - | https://www.naba.it/en/academic-masters/fashion-design-courses
NABA - Nuova Accademia di Belle Arti | Academic Master in Fashion Digital Marketing | posgrado | Moda | 1 año | - | https://www.naba.it/en/course-1586
NABA - Nuova Accademia di Belle Arti | Academic Master in Interior and Living Design | posgrado | Diseño de Interiores | 1 año | - | https://www.naba.it/en/academic-masters/interior-living-design-courses
NABA - Nuova Accademia di Belle Arti | Academic Master in Italian Design | posgrado | Diseño | 1 año | - | https://www.naba.it/en/academic-masters/italian-design-courses
NABA - Nuova Accademia di Belle Arti | Academic Master in Luxury Brand Management | posgrado | Negocios | 1 año | - | https://www.naba.it/en/academic-masters/luxury-brand-management-courses
NABA - Nuova Accademia di Belle Arti | Academic Master in Photography and Visual Design | posgrado | Artes | 1 año | - | https://www.naba.it/en/course-147
NABA - Nuova Accademia di Belle Arti | Academic Master in Registrar and Collection Management | posgrado | Artes | 1 año | - | https://www.naba.it/en/academic-masters/registrar-and-collection-management
NABA - Nuova Accademia di Belle Arti | Academic Master in Screenwriting for Series | posgrado | Artes | 1 año | - | https://www.naba.it/en/academic-masters/screenwriting-series-courses
NABA - Nuova Accademia di Belle Arti | Academic Master in Sneaker Design | posgrado | Diseño | 1 año | - | https://www.naba.it/en/academic-masters/sneaker-design-courses
NABA - Nuova Accademia di Belle Arti | Academic Master in Visual Brand Design | posgrado | Diseño | 1 año | - | https://www.naba.it/en/academic-masters/visual-brand-design-courses
NABA - Nuova Accademia di Belle Arti | Foundation Course | curso_corto | Diseño | 9 meses | - | https://www.naba.it/en/foundation-course
NABA - Nuova Accademia di Belle Arti | PhD in Artistic Practice | doctorado | Artes | no indicada | - | https://www.naba.it/en/phd-programmes/phd-in-artistic-practice
NABA - Nuova Accademia di Belle Arti | Semester Abroad Programmes | intercambio | Artes | 1 semestre | - | https://www.naba.it/en/semester-abroad
NABA - Nuova Accademia di Belle Arti | Study Abroad Programmes | intercambio | Artes | no indicada | - | https://www.naba.it/en/study-abroad
NABA - Nuova Accademia di Belle Arti | Gap Year | intercambio | Artes | 1 año | - | https://www.naba.it/en/gap-year
NABA - Nuova Accademia di Belle Arti | Summer Course 3D Character Design | vacacional | Tecnología | 2 semanas | - | https://www.naba.it/en/course-4
