# Lote 31 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Edinburgh Napier University (napier.ac.uk) ---
Edinburgh Napier University | Certificate of Credit English as a Foreign Language - 8 Month Programme | curso_corto | Idiomas | 8 meses | - | https://www.napier.ac.uk/courses/certificate-of-credit-english-as-a-foreign-language--8-month-programme-undergraduate-fulltime
Edinburgh Napier University | Certificate of Credit English as a Foreign Language - Year Long Programme | curso_corto | Idiomas | 1 año | - | https://www.napier.ac.uk/courses/certificate-of-credit-english-as-a-foreign-language--year-long-programme-undergraduate-fulltime
Edinburgh Napier University | BA (Hons) Accounting | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-hons-accounting-undergraduate-fulltime
Edinburgh Napier University | BA (Hons) Accounting and Finance | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-hons-accounting-and-finance-undergraduate-fulltime
Edinburgh Napier University | BA (Hons) Accounting with Corporate Finance | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-hons-accounting-with-corporate-finance-undergraduate-fulltime
Edinburgh Napier University | BA Accounting (West Lothian College) | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-accounting-west-lothian-college-ug-full-time
Edinburgh Napier University | MAcc Accounting | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/msc-accounting-postgraduate-fulltime
Edinburgh Napier University | BA (Hons) Business Management | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/baba-hons-business-management-undergraduate-fulltime
Edinburgh Napier University | BA Business Management (West Lothian College) | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-business-management-west-lothian-college-undergraduate-fulltime
Edinburgh Napier University | BA Business Management (Top-Up) | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-business-management-ba-topup-undergraduate-online-learning
Edinburgh Napier University | BA Business Management with Sustainability | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-business-management-with-sustainability-undergraduate-online-learning
Edinburgh Napier University | BA Business Management with Finance | bachelor | Negocios | no indicada | - | https://www.napier.ac.uk/courses/ba-business-management-with-finance-online-undergraduate-online-learning
