# Lote 16 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Western Washington University · via students.studygroup.com · USA ---
# OJO: no es catalogo propio · son los "highlighted programmes" de la pagina comercial de Study Group (ver NOTAS)
Western Washington University | Biochemistry BS | bachelor | Ciencias | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Biology BS | bachelor | Ciencias | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Business Administration BA | bachelor | Negocios | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Computer Science BS | bachelor | Tecnología | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Data Science BS | bachelor | Tecnología | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Economics BA | bachelor | Economía | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Electrical Engineering BS | bachelor | Ingeniería | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Environmental Science BS | bachelor | Medio Ambiente | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Geology BA/BS | bachelor | Ciencias | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Industrial Design BS | bachelor | Diseño | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Manufacturing Engineering BS | bachelor | Ingeniería | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Manufacturing and Supply Chain Management BS | bachelor | Negocios | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Marine and Coastal Science BS | bachelor | Ciencias | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Psychology BS | bachelor | Psicología | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Urban Planning & Sustainable Development BA | bachelor | Urbanismo | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Business MBA | mba | Negocios | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university
Western Washington University | Computer Science MS | maestria | Tecnología | no indicada | - | https://students.studygroup.com/study-options/direct-admit/western-washington-university

# --- TAFE International Western Australia (TIWA) · CRICOS 00020G · tafeinternational.wa.edu.au · Australia ---
# Catalogo VET completo (4 paginas · 98 cursos) + programa de escuelas publicas de secundaria
TAFE International Western Australia (TIWA) | Advanced Diploma of Apparel, Fashion and Textiles | diplomado | Moda | no indicada | MST60122 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Civil and Structural Engineering | diplomado | Ingeniería | no indicada | 52873WA | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Civil Construction Design | diplomado | Construcción | no indicada | RII60520 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Creative Product Development (Photography) | diplomado | Artes | no indicada | CUA60425 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Engineering | diplomado | Ingeniería | no indicada | MEM60122 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Engineering Technology - Electrical | diplomado | Ingeniería | no indicada | UEE62122 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Engineering [Mechanical] | diplomado | Ingeniería | no indicada | MEM60122 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Graphic Design | diplomado | Diseño | no indicada | CUA60320 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Interior Design | diplomado | Diseño | no indicada | MSF60122 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Marine Engineering [Class 1] | diplomado | Ingeniería | no indicada | MAR60120 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Maritime Operations [Master Unlimited] | diplomado | Marítimo | no indicada | MAR60220 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
TAFE International Western Australia (TIWA) | Advanced Diploma of Screen and Media (Animation and Game Art) | diplomado | Cine y Audiovisuales | no indicada | CUA60620 | https://www.tafeinternational.wa.edu.au/tafe-courses/catalogue
