# Lote 20 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente
San Francisco State University (SF State) | Bachelor of Arts in Economics | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/economics/ba-economics/
San Francisco State University (SF State) | Bachelor of Arts in Labor and Employment Studies | bachelor | Ciencias Sociales | no indicada | - | https://bulletin.sfsu.edu/colleges/business/labor-employment-studies/ba-labor-employment-studies/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Accounting | bachelor | Finanzas y Contabilidad | no indicada | - | https://bulletin.sfsu.edu/colleges/business/accounting/bs-business-administration-concentration-accounting/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Business Analytics | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/decision-sciences/bs-business-administration-concentration-business-analytics/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Decision Sciences | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/decision-sciences/bs-business-administration-concentration-decision-sciences/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Finance | bachelor | Finanzas y Contabilidad | no indicada | - | https://bulletin.sfsu.edu/colleges/business/finance/bs-business-administration-concentration-finance/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Information Systems | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/information-systems/bs-business-administration-concentration-information-systems/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in International Business | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/international-business/bs-business-administration-concentration-international-business/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Management | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/management/bs-business-administration-concentration-management/
San Francisco State University (SF State) | Bachelor of Science in Business Administration: Concentration in Marketing | bachelor | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/marketing/bs-business-administration-concentration-marketing/
San Francisco State University (SF State) | Bachelor of Science in Hospitality, Tourism, and Event Management | bachelor | Hospitalidad | no indicada | - | https://bulletin.sfsu.edu/colleges/business/hospitality-tourism-management/bs-hospitality-tourism-management/
San Francisco State University (SF State) | Certificate in Artificial Intelligence (AI) for Business Technologies | curso_corto | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/information-systems/certificate-ai-business-tech/
San Francisco State University (SF State) | Certificate in Cybersecurity Management | curso_corto | Negocios | no indicada | - | https://bulletin.sfsu.edu/colleges/business/information-systems/certificate-cybersecurity-management/
San Francisco State University (SF State) | Certificate in Financial Analytics | curso_corto | Finanzas y Contabilidad | no indicada | - | https://bulletin.sfsu.edu/colleges/business/finance/certificate-financial-analytics/
San Francisco State University (SF State) | Certificate in Fintech | curso_corto | Finanzas y Contabilidad | no indicada | - | https://bulletin.sfsu.edu/colleges/business/finance/certificate-fintech/
