# Lote 12 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente
Ontario Tech University | Artificial Intelligence (Computer Science) | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Computer Science | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Data Science | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Game Development and Interactive Media | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Information Technology - Technology Management | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Integrated Mathematics and Computer Science | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Interactive Computing | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Networking and Information Technology Security | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Software Development | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Video Games, Creative Industries and Society (BIT) | bachelor | Tecnología | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Accounting | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Artificial Intelligence for Business | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Business Analytics and Artificial Intelligence | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Cybersecurity for Business | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Economics (Commerce) | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Entrepreneurship | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Finance | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Marketing | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Organizational Behaviour and Human Resources Management | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Technology Management (Bachelor of Commerce) | bachelor | Negocios | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Adult Learning with Technology | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Aging & Learning in an Era of Technology | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Concurrent Education | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Developmental Science & Learning | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Digital Technologies | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Early Childhood Studies | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Education, Consecutive, Intermediate/Senior | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Education, Consecutive, Primary/Junior | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Educational Psychology | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Educational Studies | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Equity, Diversity and Inclusion | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Inclusive Educational Studies | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Learning Sciences & Technology | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Mental Health & Special Education | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Special Education | bachelor | Educación | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Artificial Intelligence Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Automotive Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Comprehensive Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Electrical Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Energy Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Industrial Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Internet of Things | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Manufacturing Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Mechanical Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Mechatronics Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Nuclear Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Pre-Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Railway Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Aerospace | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Smart Grid | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Software Engineering | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Bruce Power Women in Nuclear Engineering Co-op Program | bachelor | Ingeniería | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Biomechanics and Ergonomics | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Exercise Science and Rehabilitation | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Health Administration | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Health Sciences | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Human Health Science | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Kinesiology | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Medical Laboratory Science | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Medical Laboratory Science - Northern Access Initiative | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Medical School Pathway | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Nursing - Collaborative | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Nursing - Second Entry | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Pre-med Programs | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Public Health | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Veterinary School Pathway | bachelor | Salud | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Applied Biotechnology | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Astrophysics | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Biomedical Science | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Biological Science | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Chemical Biology | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Chemistry | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Computational Physics | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Environmental Biology | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Forensic Science | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Marine Biology | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Mathematics for Science and Industry | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Nanophysics | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Neuroscience | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Pharmaceutical Chemistry | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
Ontario Tech University | Physics | bachelor | Ciencias | no indicada | - | https://ontariotechu.ca/programs/
