# Lote 25 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# --- Manhattan University (ex "Manhattan College") · manhattan.edu · USA ---
# Catalogo completo recorrido en 4 paginas de /academics/programs. Minors sueltos EXCLUIDOS (ver NOTAS).
Manhattan University | Peace & Justice Studies | bachelor | Ciencias Sociales | no indicada | - | https://manhattan.edu/academics/programs/peace-justice-studies
Manhattan University | Accounting | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/accounting
Manhattan University | Adolescent/Students with Disabilities (Grades 7-12) B.S./M.S. Ed. | bachelor | Educación | no indicada | - | https://manhattan.edu/academics/programs/adolescent-disabilitie-bs-ms-ed
Manhattan University | Bilingual Pupil Personnel Services - Advanced Certificate | posgrado | Educación | no indicada | - | https://manhattan.edu/academics/programs/bilingual-personnel-services-certificate
Manhattan University | Biochemistry B.S. | bachelor | Ciencias | no indicada | - | https://manhattan.edu/academics/programs/biochemistry-bs
Manhattan University | Biology B.A. / B.S. | bachelor | Ciencias | no indicada | - | https://manhattan.edu/academics/programs/biology
Manhattan University | Business B.S./MBA | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/business-ba-mba
Manhattan University | Business Analytics B.S. | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/business-analytics
Manhattan University | Business Analytics M.S. | maestria | Negocios | no indicada | - | https://manhattan.edu/academics/programs/business-analytics-ms
Manhattan University | Chemical Engineering M.S. | maestria | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/chemical-engineering-ms
Manhattan University | Chemistry B.A. / B.S. | bachelor | Ciencias | no indicada | - | https://manhattan.edu/academics/programs/chemistry
Manhattan University | Communication B.A. / B.S. | bachelor | Comunicación | no indicada | - | https://manhattan.edu/academics/programs/communication
Manhattan University | Communications B.A. | bachelor | Comunicación | no indicada | - | https://manhattan.edu/academics/programs/communications
Manhattan University | Computer Information Systems (CIS) B.S. | bachelor | Tecnología | no indicada | - | https://manhattan.edu/academics/programs/computer-information-systems
Manhattan University | Computer Science B.S. / B.A. | bachelor | Tecnología | no indicada | - | https://manhattan.edu/academics/programs/computer-science
Manhattan University | Computer Science M.S. | maestria | Tecnología | no indicada | - | https://manhattan.edu/academics/programs/computer-science-ms
Manhattan University | Counseling - Mental Health Counseling M.S. | maestria | Psicología | no indicada | - | https://manhattan.edu/academics/programs/mental-health-counseling-ms
Manhattan University | Counseling - School Counseling M.A. | maestria | Psicología | no indicada | - | https://manhattan.edu/academics/programs/school-counseling-ma
Manhattan University | Criminology B.A. | bachelor | Ciencias Sociales | no indicada | - | https://manhattan.edu/academics/programs/criminology
Manhattan University | Data Science B.S. | bachelor | Tecnología | no indicada | - | https://manhattan.edu/academics/programs/data-science
Manhattan University | Digital Marketing and Analytics M.S. | maestria | Negocios | no indicada | - | https://manhattan.edu/academics/programs/digital-marketing-analytics-ms
Manhattan University | Digital Media Art B.A. | bachelor | Artes | no indicada | - | https://manhattan.edu/academics/programs/digital-media-art
Manhattan University | Economics B.A. / B.S. | bachelor | Economía | no indicada | - | https://manhattan.edu/academics/programs/economics
Manhattan University | Education - Adolescence Education B.A. | bachelor | Educación | no indicada | - | https://manhattan.edu/academics/programs/adolescence-education
Manhattan University | Education - Bilingual Special Education - Advanced Certificate | posgrado | Educación | no indicada | - | https://manhattan.edu/academics/programs/bilingual-special-ed-certificate
Manhattan University | Education - Childhood / Special Education (Dual Degree) | bachelor | Educación | no indicada | - | https://manhattan.edu/academics/programs/education-childhood-special-education-dual-degree
Manhattan University | Education - Childhood Education B.A. | bachelor | Educación | no indicada | - | https://manhattan.edu/academics/programs/childhood-education
Manhattan University | Education - Childhood/Special Education (Grades 1-6) B.S./M.S. Ed. | bachelor | Educación | no indicada | - | https://manhattan.edu/academics/programs/childhood-special-education-bs-ms-ed
Manhattan University | Education - Physical Education B.S. | bachelor | Educación | no indicada | - | https://manhattan.edu/academics/programs/physical-education
Manhattan University | Engineering - Civil Engineering B.S. | bachelor | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/civil-engineering-bs
Manhattan University | Engineering - Civil Engineering M.S. | maestria | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/civil-engineering-ms
Manhattan University | Engineering - Computer Engineering B.S. | bachelor | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/computer-engineering-bs
Manhattan University | Engineering - Computer Engineering M.S. | maestria | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/computer-engineering-ms
Manhattan University | Engineering - Construction Management M.S. | maestria | Construcción | no indicada | - | https://manhattan.edu/academics/programs/construction-management-ms
Manhattan University | Engineering - Electrical Engineering B.S. | bachelor | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/electrical-engineering-bs
Manhattan University | Engineering - Electrical Engineering M.S. | maestria | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/engineering-electrical-engineering-ms
Manhattan University | Engineering - Environmental Engineering M.S. | maestria | Medio Ambiente | no indicada | - | https://manhattan.edu/academics/programs/engineering-environmental-ms
Manhattan University | Engineering - Environmental Engineering M.E. | maestria | Medio Ambiente | no indicada | - | https://manhattan.edu/academics/programs/environmental-engineering-me
Manhattan University | Engineering - Mechanical Engineering M.S. | maestria | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/mechanical-engineering-ms
Manhattan University | Engineering - Mechanical Engineering B.S. | bachelor | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/mechanical-engineering-bs
Manhattan University | Engineering: Chemical Engineering B.S. | bachelor | Ingeniería | no indicada | - | https://manhattan.edu/academics/programs/chemical-engineering
Manhattan University | English B.A. | bachelor | Letras | no indicada | - | https://manhattan.edu/academics/programs/english
Manhattan University | Environmental Science B.S. / B.A. | bachelor | Medio Ambiente | no indicada | - | https://manhattan.edu/academics/programs/environmental-science
Manhattan University | Exercise Science B.S. | bachelor | Salud | no indicada | - | https://manhattan.edu/academics/programs/exercise-science
Manhattan University | Finance B.S. | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/finance
Manhattan University | Financial Analytics M.S. | maestria | Negocios | no indicada | - | https://manhattan.edu/academics/programs/financial-analytics-ms
Manhattan University | Game Design and Production B.S. / B.A. | bachelor | Tecnología | no indicada | - | https://manhattan.edu/academics/programs/game-design-production
Manhattan University | General Studies Associate Degree | pregrado | Estudios Generales | no indicada | - | https://manhattan.edu/academics/programs/general-studies-associate-degree
Manhattan University | Global Business Studies Co-Major | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/global-business
Manhattan University | Health Science B.S. | bachelor | Salud | no indicada | - | https://manhattan.edu/academics/programs/health-science
Manhattan University | Healthcare Informatics M.S. | maestria | Salud | no indicada | - | https://manhattan.edu/academics/programs/healthcare-informatics-ms
Manhattan University | History B.A. | bachelor | Humanidades | no indicada | - | https://manhattan.edu/academics/programs/history
Manhattan University | Interdisciplinary Studies B.S. | bachelor | Estudios Generales | no indicada | - | https://manhattan.edu/academics/programs/interdisciplinary-studies
Manhattan University | International Studies B.A. | bachelor | Ciencias Sociales | no indicada | - | https://manhattan.edu/academics/programs/international-studies
Manhattan University | Liberal Arts - B.A./MBA | bachelor | Humanidades | no indicada | - | https://manhattan.edu/academics/programs/liberal-arts-ba-mba
Manhattan University | Management B.S. | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/management
Manhattan University | Marketing B.S. | bachelor | Negocios | no indicada | - | https://manhattan.edu/academics/programs/marketing
