# Lote 04 · 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente

# ---------------------------------------------------------------------------
# 1 · Academies Australasia Group Limited (academies.edu.au)
# ---------------------------------------------------------------------------
Academies Australasia | Master of Information Technology | maestria | Tecnología | no indicada | CRICOS 02439G (proveedor AAPoly) | https://www.academies.edu.au/courses-syd-degrees/
Academies Australasia | Bachelor of Business (Digital Marketing) | bachelor | Negocios | no indicada | CRICOS 02439G (proveedor AAPoly) | https://www.academies.edu.au/courses-syd-degrees/
Academies Australasia | Bachelor of Business (Leadership and Management) | bachelor | Negocios | no indicada | CRICOS 02439G (proveedor AAPoly) | https://www.academies.edu.au/courses-syd-degrees/
Academies Australasia | Bachelor of Information Technology | bachelor | Tecnología | no indicada | CRICOS 02439G (proveedor AAPoly) | https://www.academies.edu.au/courses-syd-degrees/
Academies Australasia | Bachelor of Tourism and Hospitality Management (BTHM) | bachelor | Hospitalidad | no indicada | CRICOS 02439G (proveedor AAPoly) | https://www.academies.edu.au/courses-syd-degrees/
Academies Australasia | Bachelor of Business (Cyber Security) | bachelor | Tecnología | no indicada | CRICOS 02439G (proveedor AAPoly) | https://www.academies.edu.au/courses-mel-degrees/
Academies Australasia | General English (Beginner) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101722 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | General English (Elementary to Pre-Intermediate) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101722 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | General English (Intermediate to Upper-Intermediate) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101722 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | General English (Advanced) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101722 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | English for Academic Purposes and IELTS Preparation (Intermediate) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101723 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | English for Academic Purposes and IELTS Preparation (Upper-Intermediate) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101723 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | English for Academic Purposes and IELTS Preparation (Advanced) | curso_corto | Idiomas | 10-20 semanas | CRICOS 0101723 | https://www.academies.edu.au/courses-syd-english/
Academies Australasia | Year 11 | intercambio | Secundaria (K-12) | no indicada | CRICOS 049221E | https://www.academies.edu.au/courses-syd-high-school/
Academies Australasia | Year 12 | intercambio | Secundaria (K-12) | no indicada | CRICOS 049221E | https://www.academies.edu.au/courses-syd-high-school/
Academies Australasia | Diploma of Community Services | diplomado | Servicios Sociales | 8 terms (72 college weeks) | CHC52025 | https://www.academies.edu.au/courses-syd-community-services/
Academies Australasia | Certificate III in Early Childhood Education and Care | curso_corto | Educación | 4 terms (36 college weeks) | CHC30125 | https://www.academies.edu.au/courses-sydney-melbourne-ecec/
Academies Australasia | Diploma of Early Childhood Education and Care | diplomado | Educación | 4 terms (36 college weeks) | CHC50125 · CRICOS 118577A | https://www.academies.edu.au/courses-sydney-melbourne-ecec/
